"GOID","Term","Class","Pvalue","p.adj","nlog10p.adj","OddsRatio","ExpCount","Count","Size","cluster"
"GO:0006412","translation","BP",4.1455106993972e-23,4.23670984005345e-21,20.3729712785477,4.69528351881293,18.7766352167921,72,738,"7"
"GO:0045055","regulated exocytosis","BP",4.17374988417354e-23,4.23670984005345e-21,20.3729712785477,4.53062480763312,20.2777483303297,75,797,"7"
"GO:0006886","intracellular protein transport","BP",5.60947762089013e-23,5.59919357858516e-21,20.2518745175634,3.8132138539222,30.0985900561857,93,1183,"7"
"GO:0006518","peptide metabolic process","BP",8.88963557903893e-23,8.72787335784658e-21,20.0590915640223,4.2357056694813,23.1273189865366,80,909,"7"
"GO:0070727","cellular macromolecule localization","BP",2.59870729485275e-22,2.51026741756018e-20,19.6002800108757,3.11359592242965,50.7070921233966,125,1993,"7"
"GO:0043043","peptide biosynthetic process","BP",2.9451002928896e-22,2.79971518319299e-20,19.5528861474646,4.51902613433217,19.4127000954097,72,763,"7"
"GO:0010033","response to organic substance","BP",3.70383526655545e-22,3.46597959553135e-20,19.4601739983371,2.68730039508796,86.1231845648256,174,3385,"7"
"GO:0042221","response to chemical","BP",4.51856098346337e-22,4.16333257384033e-20,19.3805588955714,2.51768160902057,121.742817767412,218,4785,"7"
"GO:0034613","cellular protein localization","BP",5.48893555304231e-22,4.98079318593491e-20,19.3027014908057,3.09475655430712,50.4781087670942,124,1984,"7"
"GO:0031329","regulation of cellular catabolic process","BP",5.97344912201867e-22,5.33955026742833e-20,19.2724953206118,4.21665924636743,22.236828156472,77,874,"7"
"GO:0006119","oxidative phosphorylation","BP",6.9524475280676e-22,6.12326591847013e-20,19.213016879807,11.6275167785235,3.79094667656101,33,149,"7"
"GO:0071705","nitrogen compound transport","BP",8.47207879230394e-22,7.32652057237659e-20,19.1351022265835,2.92037665849211,60.2989504929503,138,2370,"7"
"GO:0070482","response to oxygen levels","BP",8.56330673011122e-22,7.32652057237659e-20,19.1351022265835,6.21662106009932,10.0752676773031,51,396,"7"
"GO:0071840","cellular component organization or biogenesis","BP",1.43969017810199e-21,1.2144090812187e-19,18.9156349938297,2.42283224920929,170.897911586982,272,6717,"7"
"GO:0036293","response to decreased oxygen levels","BP",1.88642292349428e-21,1.56913706788989e-19,18.8043391180904,6.37788762231413,9.43920279868547,49,371,"7"
"GO:0002478","antigen processing and presentation of exogenous peptide antigen","BP",2.08695215462515e-21,1.71215841836302e-19,18.7664560544732,10.1050799177085,4.50333934061274,35,177,"7"
"GO:0046034","ATP metabolic process","BP",2.16245788078791e-21,1.75012976324849e-19,18.756929749386,7.04692766398755,7.91264709000318,45,311,"7"
"GO:0001666","response to hypoxia","BP",2.92611620425517e-21,2.33660132630456e-19,18.6314153811277,6.45766345123258,9.13389165694901,48,359,"7"
"GO:0071453","cellular response to oxygen levels","BP",7.62664723867188e-21,6.00999872531656e-19,18.2211256201084,8.20734416215466,5.97900985900562,39,235,"7"
"GO:0019221","cytokine-mediated signaling pathway","BP",8.11735546475179e-21,6.31361582836344e-19,18.1997218476414,4.23193734015345,20.5576168769214,72,808,"7"
"GO:0071702","organic substance transport","BP",8.93637440093767e-21,6.80649920764132e-19,18.1670762017031,2.72659752318074,71.2392664051733,151,2800,"7"
"GO:0006887","exocytosis","BP",8.97835093343904e-21,6.80649920764132e-19,18.1670762017031,4.00601522037526,23.2545319622601,77,914,"7"
"GO:0019884","antigen processing and presentation of exogenous antigen","BP",9.61262402169673e-21,7.19625065824272e-19,18.1428937178118,9.56194756554307,4.70688010177038,35,185,"7"
"GO:0071310","cellular response to organic substance","BP",1.44271685067962e-20,1.06671990354571e-18,17.971949601488,2.72456215371814,70.1197922188063,149,2756,"7"
"GO:0009894","regulation of catabolic process","BP",1.62848693636188e-20,1.18939125144772e-18,17.9246752602726,3.7814123247818,26.2567581893353,82,1032,"7"
"GO:1901566","organonitrogen compound biosynthetic process","BP",1.72634856816534e-20,1.24567488852316e-18,17.9045952903768,3.06465689487061,46.534506519665,115,1829,"7"
"GO:0065008","regulation of biological quality","BP",1.83975351832249e-20,1.31170045490874e-18,17.8821653308392,2.4905101512368,104.365525283579,193,4102,"7"
"GO:0036294","cellular response to decreased oxygen levels","BP",3.56176827301956e-20,2.50958002201343e-18,17.6003989515799,8.40059613633813,5.54648574154564,37,218,"7"
"GO:0002252","immune effector process","BP",3.74632411210736e-20,2.60892268690825e-18,17.5835387906378,3.42332266316994,33.0499310929715,93,1299,"7"
"GO:0048002","antigen processing and presentation of peptide antigen","BP",4.86996017888421e-20,3.35243580590087e-18,17.4746395294823,9.01625326832026,4.93586345807272,35,194,"7"
"GO:0071456","cellular response to hypoxia","BP",5.94008331473515e-20,4.04263170135782e-18,17.3933358226915,8.58610936517913,5.29205979009859,36,208,"7"
"GO:0043604","amide biosynthetic process","BP",8.5514457994733e-20,5.75445043742085e-18,17.2399961461249,3.91206489281098,23.0509912011025,75,906,"7"
"GO:0002263","cell activation involved in immune response","BP",9.27516206822581e-20,6.17210506962271e-18,17.2095666894188,4.32238620750787,18.3186685041874,66,720,"7"
"GO:0001775","cell activation","BP",2.43282912707534e-19,1.60112237824771e-17,16.7955754724739,3.19457871453704,37.7059260044525,99,1482,"7"
"GO:0002366","leukocyte activation involved in immune response","BP",3.00886013877505e-19,1.95870254033954e-17,16.7080315134172,4.26692946902819,18.2168981236086,65,716,"7"
"GO:0010941","regulation of cell death","BP",4.28822244215712e-19,2.76152303291172e-17,16.5588513301246,3.00199977305207,44.4736563129439,109,1748,"7"
"GO:0002181","cytoplasmic translation","BP",4.95734777505399e-19,3.15846338561685e-17,16.500524153285,13.6173122032153,2.62058729990459,26,103,"7"
"GO:0043620","regulation of DNA-templated transcription in response to stress","BP",7.90941912609688e-19,4.98626433117834e-17,16.302224702461,12.3932871763998,2.92589844164105,27,115,"7"
"GO:0061418","regulation of transcription from RNA polymerase II promoter in response to hypoxia","BP",8.62254193665543e-19,5.37920871444056e-17,16.2692816046731,17.0855012561796,1.95907982614227,23,77,"7"
"GO:0043603","cellular amide metabolic process","BP",8.78764903328676e-19,5.4256938206551e-17,16.2655447177163,3.40373655372098,30.3784586027775,86,1194,"7"
"GO:0044267","cellular protein metabolic process","BP",9.97264378132213e-19,6.09450649044268e-17,16.2150614561088,2.30289758862109,136.11788402417,226,5350,"7"
"GO:0043067","regulation of programmed cell death","BP",1.17396940809703e-18,7.10192200514454e-17,16.1486241015249,3.04464432756693,41.1406763489876,103,1617,"7"
"GO:0042590","antigen processing and presentation of exogenous peptide antigen via MHC class I","BP",2.25615701196068e-18,1.35121243446325e-16,15.8692763668459,16.1836154938769,2.03540761157638,23,80,"7"
"GO:0043618","regulation of transcription from RNA polymerase II promoter in response to stress","BP",2.3097443808166e-18,1.36960981155551e-16,15.8634031414745,12.6287882808768,2.77324287077282,26,109,"7"
"GO:0019882","antigen processing and presentation","BP",2.45766341313766e-18,1.44303393934132e-16,15.840723454426,7.52482073910645,5.9026820735715,36,232,"7"
"GO:0032940","secretion by cell","BP",2.93775138311456e-18,1.70817408091972e-16,15.7674678722124,3.13639753237069,36.535566627796,95,1436,"7"
"GO:0043933","protein-containing complex subunit organization","BP",3.4022810801439e-18,1.95925590278671e-16,15.7079088361288,2.81797538649787,50.4781087670942,116,1984,"7"
"GO:0042981","regulation of apoptotic process","BP",3.67406108457322e-18,2.09561446052467e-16,15.6786886134192,3.01969247322103,40.50461147037,101,1592,"7"
"GO:0007005","mitochondrion organization","BP",4.79708050369069e-18,2.71035048458524e-16,15.5669745454063,4.61981918515909,14.1460829004558,55,556,"7"
"GO:0046903","secretion","BP",5.32714944981093e-18,2.98171009859044e-16,15.5255345837881,3.0171275646744,40.07208735291,100,1575,"7"
"GO:0016043","cellular component organization","BP",5.80343553737226e-18,3.21821994752986e-16,15.4923842775974,2.22753788125355,166.038375914343,257,6526,"7"
"GO:0002443","leukocyte mediated immunity","BP",7.90683304856915e-18,4.34440579154868e-16,15.362069616016,3.71398407928789,22.6947948690766,71,892,"7"
"GO:1901564","organonitrogen compound metabolic process","BP",1.02587708571997e-17,5.58543442397898e-16,15.2529430426738,2.21096320273656,174.180006360649,265,6846,"7"
"GO:0140352","export from cell","BP",1.0508113336544e-17,5.66964781734791e-16,15.2464439174268,3.04971284996411,37.8840241704654,96,1489,"7"
"GO:0006091","generation of precursor metabolites and energy","BP",1.75825983818074e-17,9.4019805097004e-16,15.026780653439,4.62037519414569,13.5863458072723,53,534,"7"
"GO:0008219","cell death","BP",2.07746396350311e-17,1.10105590065665e-15,14.9581906313185,2.65064412448718,58.0345595250716,125,2281,"7"
"GO:0006915","apoptotic process","BP",4.20746616635376e-17,2.21039604125374e-15,14.6555299058979,2.73145067159109,50.7834199088307,114,1996,"7"
"GO:0045321","leukocyte activation","BP",4.3776475563565e-17,2.27980271434949e-15,14.6421027336033,3.12301173510767,33.609668186155,88,1321,"7"
"GO:0002479","antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent","BP",1.25930462266464e-16,6.50170291822286e-15,14.1869728785686,15.5318324860809,1.90819463585286,21,75,"7"
"GO:0006955","immune response","BP",1.29825013596659e-16,6.6454872344478e-15,14.1774731719109,2.58665897692046,58.6706244036892,124,2306,"7"
"GO:0034622","cellular protein-containing complex assembly","BP",1.95655603936737e-16,9.93035094895862e-15,14.0030354028135,3.23633806479063,28.8519028940952,79,1134,"7"
"GO:0006950","response to stress","BP",2.31616963220879e-16,1.16567562414273e-14,13.9334222851206,2.25146413381708,105.892080992261,184,4162,"7"
"GO:0051707","response to other organism","BP",2.74288008789349e-16,1.36892573719951e-14,13.8636201112519,2.86354119698987,40.4791688752253,97,1591,"7"
"GO:0043207","response to external biotic stimulus","BP",2.97608942531404e-16,1.47304128662858e-14,13.831785080514,2.85937434551319,40.5300540655147,97,1593,"7"
"GO:0009892","negative regulation of metabolic process","BP",3.09468653387889e-16,1.51918669273776e-14,13.8183888524416,2.27896230166709,97.1398282624828,173,3818,"7"
"GO:0002376","immune system process","BP",3.40779224932496e-16,1.65929006351278e-14,13.780077687531,2.34589587991057,83.6298102406445,156,3287,"7"
"GO:0002474","antigen processing and presentation of peptide antigen via MHC class I","BP",4.04412397957382e-16,1.95324665432803e-14,13.7092429109109,12.1251295635149,2.51881691932577,23,99,"7"
"GO:0065003","protein-containing complex assembly","BP",4.07875044505388e-16,1.95421091323422e-14,13.7090285657398,2.78628132731652,43.4050673168663,101,1706,"7"
"GO:0006996","organelle organization","BP",7.85576172375668e-16,3.73398071139514e-14,13.4278279298139,2.23133451087913,102.991625145765,179,4048,"7"
"GO:0019538","protein metabolic process","BP",9.09282507827469e-16,4.28794719636119e-14,13.3677505713727,2.12042835881845,149.95865578289,233,5894,"7"
"GO:0012501","programmed cell death","BP",9.53471659720693e-16,4.46120450786502e-14,13.3505478676345,2.57764825387168,54.4217110145235,116,2139,"7"
"GO:0009607","response to biotic stimulus","BP",1.07378455697105e-15,4.98519047418576e-14,13.3023182435093,2.79418820827581,41.3442171101452,97,1625,"7"
"GO:0031145","anaphase-promoting complex-dependent catabolic process","BP",1.21708925796657e-15,5.60703658920139e-14,13.2512666098661,13.5218216318786,2.1117353970105,21,83,"7"
"GO:0048584","positive regulation of response to stimulus","BP",1.39959265275447e-15,6.3985957231653e-14,13.1939153286096,2.46947949507703,62.7159970316972,127,2465,"7"
"GO:0048523","negative regulation of cellular process","BP",2.27422197144671e-15,1.0318420747723e-13,12.98638676715,2.12818081239134,130.54595568748,210,5131,"7"
"GO:0009628","response to abiotic stimulus","BP",2.82854078235718e-15,1.26913403050888e-13,12.8964925105793,3.02021894113522,31.5233753842892,81,1239,"7"
"GO:0070555","response to interleukin-1","BP",2.83960527781249e-15,1.26913403050888e-13,12.8964925105793,6.98324672110864,5.3683875755327,31,211,"7"
"GO:0071347","cellular response to interleukin-1","BP",2.97606217073881e-15,1.32026935855961e-13,12.8793374559137,7.6126357013275,4.65599491148097,29,183,"7"
"GO:0016192","vesicle-mediated transport","BP",4.34651461020541e-15,1.91406441180296e-13,12.7180434515018,2.52317222956783,54.8542351319835,115,2156,"7"
"GO:0070498","interleukin-1-mediated signaling pathway","BP",1.17401946263917e-14,5.13226464361023e-13,12.2896909574615,10.8553021726239,2.62058729990459,22,103,"7"
"GO:0010605","negative regulation of macromolecule metabolic process","BP",1.19833996782408e-14,5.20062178789741e-13,12.2839447288827,2.21097077768084,91.0336054277536,161,3578,"7"
"GO:0006521","regulation of cellular amino acid metabolic process","BP",1.31090100824188e-14,5.64819146644648e-13,12.2480905896808,15.8796536796537,1.6028834941164,18,63,"7"
"GO:0016310","phosphorylation","BP",1.52751644497704e-14,6.53449713497679e-13,12.1847878281152,2.39905234287257,62.4615710802502,124,2455,"7"
"GO:0097190","apoptotic signaling pathway","BP",2.25992922914391e-14,9.59908947045593e-13,12.0177699603678,3.86745660881175,15.5708682285593,52,612,"7"
"GO:0030163","protein catabolic process","BP",2.63189110431736e-14,1.11002787491244e-12,11.9546661151155,3.2233759237934,24.1195801971801,67,948,"7"
"GO:0060548","negative regulation of cell death","BP",5.63951641948883e-14,2.36189257596634e-12,11.626739858935,3.08219385820801,26.3330859747694,70,1035,"7"
"GO:2001233","regulation of apoptotic signaling pathway","BP",9.4362245146872e-14,3.92455198739317e-12,11.4062099135705,4.52258309452078,10.5077917947631,41,413,"7"
"GO:0023056","positive regulation of signaling","BP",2.05369383991922e-13,8.48246372915599e-12,11.0714779887133,2.48924557253562,47.8066362769002,101,1879,"7"
"GO:0048518","positive regulation of biological process","BP",2.1584665756912e-13,8.85414816562646e-12,11.0528532147972,1.97692499201697,161.458708788296,238,6346,"7"
"GO:0043488","regulation of mRNA stability","BP",2.45861720431962e-13,1.00167744467144e-11,10.9992721053664,6.83256278895414,4.73232269691509,27,186,"7"
"GO:0009605","response to external stimulus","BP",2.49938596753672e-13,1.01140692970118e-11,10.9950740751046,2.21062522408912,75.7171631506414,138,2976,"7"
"GO:0045087","innate immune response","BP",2.70862871915976e-13,1.08872331537234e-11,10.9630824764192,3.04844700099302,25.3408247641259,67,996,"7"
"GO:0042775","mitochondrial ATP synthesis coupled electron transport","BP",3.89115167222393e-13,1.55360715766327e-11,10.8086587865822,10.3382269904009,2.46793172903636,20,97,"7"
"GO:0010647","positive regulation of cell communication","BP",4.09157994820878e-13,1.62281273574983e-11,10.7897315926339,2.46732802661281,47.6285381108873,100,1872,"7"
"GO:0033554","cellular response to stress","BP",4.23434522173593e-13,1.66838773243266e-11,10.777703012159,2.38933151962689,53.42944980388,108,2100,"7"
"GO:0042773","ATP synthesis coupled electron transport","BP",4.77530819623625e-13,1.86923665276202e-11,10.7283357117392,10.2051282051282,2.49337432418107,20,98,"7"
"GO:0044085","cellular component biogenesis","BP",5.53263328954576e-13,2.15161953059023e-11,10.6672345222127,2.14628602005247,82.8665323863034,146,3257,"7"
"GO:0019222","regulation of metabolic process","BP",5.61943270102521e-13,2.1712762868671e-11,10.6632849106647,1.94312666078479,192.167921127955,269,7553,"7"
"GO:0043069","negative regulation of programmed cell death","BP",5.79305954993095e-13,2.22401497721387e-11,10.652862292405,3.07516684229013,23.9160394360225,64,940,"7"
"GO:0043066","negative regulation of apoptotic process","BP",6.64841822690931e-13,2.53613864719489e-11,10.5958270078622,3.09394540442412,23.3817449379837,63,919,"7"
"GO:0043487","regulation of RNA stability","BP",7.84478796639568e-13,2.97357184371796e-11,10.5267215641587,6.46333964049196,4.96130605321743,27,195,"7"
"GO:2001242","regulation of intrinsic apoptotic signaling pathway","BP",8.22678128888075e-13,3.09875428547842e-11,10.5088128596083,7.10973423739381,4.22347079402099,25,166,"7"
"GO:0022613","ribonucleoprotein complex biogenesis","BP",9.04804987012445e-13,3.38679816701096e-11,10.4702106839474,4.02266957877014,12.2633308597477,43,482,"7"
"GO:0044237","cellular metabolic process","BP",1.27521284532337e-12,4.74363337306934e-11,10.3238888841897,2.04965108304193,289.638503127319,362,11384,"7"
"GO:0022900","electron transport chain","BP",1.30042511508013e-12,4.77806503939565e-11,10.3207479428954,6.60692577928958,4.68143750662568,26,184,"7"
"GO:0038061","NIK/NF-kappaB signaling","BP",1.30042511508013e-12,4.77806503939565e-11,10.3207479428954,6.60692577928958,4.68143750662568,26,184,"7"
"GO:0009967","positive regulation of signal transduction","BP",1.40775329016855e-12,5.13469127311217e-11,10.2894856635398,2.49615745079663,42.9216580091169,92,1687,"7"
"GO:0010499","proteasomal ubiquitin-independent protein catabolic process","BP",1.41463359503007e-12,5.13469127311217e-11,10.2894856635398,39.1791044776119,0.559737093183505,11,22,"7"
"GO:0051246","regulation of protein metabolic process","BP",1.49044153288886e-12,5.37726165088636e-11,10.2694388307776,2.17185739990345,73.5545425633415,133,2891,"7"
"GO:0033238","regulation of cellular amine metabolic process","BP",1.51581907059055e-12,5.43607210405197e-11,10.26471479142,11.3314780457638,2.06085020672109,18,81,"7"
"GO:0044257","cellular protein catabolic process","BP",1.53825658520763e-12,5.48370160048125e-11,10.2609261856824,3.22235676257472,20.2268631400403,57,795,"7"
"GO:0030162","regulation of proteolysis","BP",1.7954315199255e-12,6.36262684783065e-11,10.1963635463033,3.28431091231328,19.132831548818,55,752,"7"
"GO:0009636","response to toxic substance","BP",1.82574180378868e-12,6.43198097817081e-11,10.1916552486327,5.50484848484848,6.36064878617619,30,250,"7"
"GO:0006796","phosphate-containing compound metabolic process","BP",2.09441788791401e-12,7.33536183082867e-11,10.1345784588818,2.09729560652301,85.0800381638927,147,3344,"7"
"GO:0048522","positive regulation of cellular process","BP",2.6170816235314e-12,9.11261735077299e-11,10.0403568658657,1.93061751674074,145.582529418001,217,5722,"7"
"GO:0060071","Wnt signaling pathway, planar cell polarity pathway","BP",3.23865364581399e-12,1.11865605438589e-10,9.95130342253634,9.0405138339921,2.74780027562811,20,108,"7"
"GO:0097193","intrinsic apoptotic signaling pathway","BP",3.25006100289105e-12,1.11865605438589e-10,9.95130342253634,5.01882613510521,7.37835259196438,32,290,"7"
"GO:0061013","regulation of mRNA catabolic process","BP",3.73383510883152e-12,1.27782505524526e-10,9.89352860059261,5.99484102301416,5.29205979009859,27,208,"7"
"GO:0006793","phosphorus metabolic process","BP",3.93851419916468e-12,1.3402137237953e-10,9.87282593919965,2.07603447119576,85.7669882327997,147,3371,"7"
"GO:0042254","ribosome biogenesis","BP",3.99268870247164e-12,1.35097246548603e-10,9.86935350235424,4.82637559663703,7.88720449485848,33,310,"7"
"GO:0050896","response to stimulus","BP",4.06660003020018e-12,1.36825098768926e-10,9.86383422968438,1.91881267734207,239.109509169935,313,9398,"7"
"GO:0010942","positive regulation of cell death","BP",4.34960370757532e-12,1.45529478238372e-10,9.83704902771194,3.24118700643165,18.9801759779498,54,746,"7"
"GO:0090175","regulation of establishment of planar polarity","BP",4.62528120468231e-12,1.53893384082457e-10,9.81278005020258,8.83864734299517,2.79868546591752,20,110,"7"
"GO:0061024","membrane organization","BP",6.50487020232456e-12,2.15235732827192e-10,9.66708562667932,2.94363614664367,24.0178098166013,62,944,"7"
