"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","p_adj_FDR","nlog10p.adj","nlog10p.FDR","cluster"
"NCL",4.99695653558615e-123,-0.519609840473974,0.413,0.746,1.62406084363086e-118,1.63038695282074e-122,117.789397704431,121.787709308767,7
"FCGRT",1.36230694757371e-122,-0.66045277408564,0.1,0.369,4.42763381030931e-118,4.41981539757937e-122,117.353828304853,121.354595869449,7
"PPIB",2.093088736378e-121,-0.520919771260249,0.395,0.721,6.80274770210214e-117,6.64093963049344e-121,116.167315635701,120.1777704677,7
"FABP5",6.5021317887078e-121,-0.826319561256925,0.346,0.64,2.11325785264792e-116,2.04420391025677e-120,115.675047508556,119.689475785307,7
"FAM162A",8.3984013103874e-121,-0.541732730645677,0.184,0.488,2.72956440988901e-116,2.63557102940521e-120,115.563906653133,119.579125274929,7
"PTMA",1.18443763575497e-120,-0.589451627430813,0.833,0.977,3.84954075996723e-116,3.70351333208891e-120,115.414591077585,119.431386087615,7
"NME1",1.81238252916371e-120,-0.569184692932767,0.315,0.636,5.89042445803498e-116,5.64652029844146e-120,115.229853409264,119.248219106293,7
"ATP5F1B",2.05020124224448e-119,-0.533161707309381,0.329,0.646,6.66335905741877e-115,6.27419741864178e-119,114.176306783992,118.202441820277,7
"TIMP1",2.35789882271947e-119,-0.833545303379988,0.336,0.638,7.66340696372056e-115,7.20306790798905e-119,114.115578110708,118.142482490828,7
"TUBA1C",1.76020431098687e-118,-0.521498718983247,0.067,0.322,5.72084003113843e-114,5.33938952682485e-118,113.242540196014,117.272508394711,7
"FEZ1",4.56661655611865e-117,-0.638295404563345,0.168,0.46,1.48419604690412e-112,1.35196915537921e-116,111.828508729471,115.869033216532,7
"NFKBIA",7.81097153800373e-117,-0.77409730369276,0.18,0.461,2.53864385956659e-112,2.30457040591358e-116,111.595398221014,115.637410019398,7
"CD9",2.20441354108784e-116,-0.696187083474227,0.303,0.603,7.16456444988959e-112,6.4162188396587e-116,111.14481020621,115.192720831875,7
"PDPN",5.75688586830897e-116,-0.571634909592702,0.079,0.338,1.8710454760591e-111,1.66998067373131e-115,110.727915656775,114.777288554805,7
"NIPSNAP2",6.05699410092378e-116,-0.510893806641651,0.129,0.413,1.96858365274124e-111,1.75408923124068e-115,110.705846125628,114.755948317669,7
"PLP2",4.91210905883219e-115,-0.519713126895921,0.06,0.305,1.59648456521105e-110,1.3990594448093e-114,109.796835275857,113.854163832324,7
"PON2",5.40164430825448e-115,-0.57152305262055,0.174,0.467,1.75558841662579e-110,1.53595355453826e-114,109.755577293293,113.81362191667,7
"CRYAB",4.79989822559973e-114,-1.64565328149779,0.285,0.561,1.56001492230217e-109,1.34055409990051e-113,108.806871247388,112.872715654778,7
"PSME2",5.47709079469676e-114,-0.562460044211059,0.159,0.44,1.78010927918439e-109,1.52475140510429e-113,108.749553335955,112.816800957755,7
"ANXA1",1.07350251235629e-112,-0.728778292908742,0.086,0.339,3.48899051540917e-108,2.94105608940786e-112,107.457300211151,111.531496692906,7
"H3F3A",1.4557560925784e-112,-0.532742624695467,0.723,0.929,4.73135287648905e-108,3.97568831612391e-112,107.325014659942,111.400587670526,7
"JPT1",2.13770671659754e-112,-0.623484374785428,0.328,0.643,6.94776059961365e-108,5.79227910965047e-112,107.15815515454,111.237150519176,7
"MRPS17",6.80669736216547e-112,-0.520070024408216,0.106,0.372,2.2122447096774e-107,1.82711658586277e-111,106.655166834788,110.738233740014,7
"CKS1B",1.00278939423088e-111,-0.580548751839058,0.068,0.31,3.25916581018978e-107,2.68098697559053e-111,106.486893544224,110.571705295843,7
"MAP1B",9.18388366150326e-111,-0.659242685634349,0.386,0.676,2.98485402882517e-106,2.42005850377933e-110,105.525076902734,109.616174135027,7
"SARAF",1.29439419301231e-110,-0.513651754902545,0.394,0.7,4.20691056670932e-106,3.40049372471728e-110,105.376036720405,109.468458022266,7
"SMIM3",4.6538272923147e-110,-0.537907059480644,0.041,0.269,1.5125404082752e-105,1.20067352863007e-109,104.820293014126,108.920575064195,7
"PPDPF",1.59010279272256e-109,-0.55978580248371,0.292,0.597,5.1679930866276e-105,4.04796079681289e-109,104.286678075981,108.392763702149,7
"SPARC",1.09201033119326e-108,-0.74928516946107,0.216,0.495,3.54914277741122e-104,2.74753619772532e-108,103.449876529197,107.561056577205,7
"CTSD",7.72851412088976e-108,-0.5747468797609,0.12,0.385,2.51184437443038e-103,1.91934034138931e-107,102.600007271551,106.716848008442,7
"RPS2",3.65911936176597e-105,-0.568451395515839,0.828,0.915,1.18925038376756e-100,8.66342938053233e-105,99.9247266997625,104.062310160382,7
"HLA-E",4.56904669709588e-105,-0.714979122457277,0.166,0.426,1.48498586702313e-100,1.07882005460841e-104,99.8282776796148,103.967050988874,7
"PPP1CB",2.28942374044743e-103,-0.530282715186576,0.195,0.485,7.4408560988282e-99,5.24077636075897e-103,98.1283770943456,102.280604372517,7
"CTSL",3.12117715707269e-103,-0.536189846554069,0.068,0.303,1.01441378782019e-98,7.1070603866853e-103,97.993784856531,102.148309994464,7
"GPM6B",1.40802373143125e-100,-0.790718566158007,0.587,0.745,4.57621792952472e-96,3.04924587258513e-100,95.3394933016677,99.5158075553651,7
"SNX10",4.42569321713521e-100,-0.50599476410108,0.083,0.318,1.43839455250112e-95,9.53651247537501e-100,94.8421219703711,99.0206104187566,7
"HNRNPA1",4.73807899734047e-99,-0.537579907606988,0.603,0.866,1.53992305492563e-94,1.00962029005057e-98,93.8125009789402,97.9958419301201,7
"HOPX",1.02284491985374e-98,-1.20105093473668,0.149,0.39,3.32434827401663e-94,2.16086943900557e-98,93.4782934838168,97.6653714726505,7
"TUBB2A",5.27566956674406e-98,-0.508137580093443,0.174,0.436,1.71464536588749e-93,1.09840840436674e-97,92.7658256899444,96.9592361527959,7
"CAV1",7.46431945004174e-98,-0.929093824854147,0.072,0.289,2.42597846445807e-93,1.54848742437164e-97,92.6151130587079,96.8100923172999,7
"SPP1",1.4528370483222e-97,-3.0122455968037,0.189,0.433,4.72186569075197e-93,2.99235888473044e-97,92.3258863701999,96.5239863211314,7
"CLU",2.12271018912673e-97,-0.952341694526883,0.427,0.674,6.8990203856808e-93,4.34614209541251e-97,92.1612125717695,96.3618960786955,7
"RAC1",2.48130298019761e-96,-0.578884396372247,0.436,0.712,8.06448281594025e-92,4.97991737653613e-96,91.0934234791598,95.3027778627046,7
"MT2A",3.52190288553897e-96,-1.41856042021143,0.577,0.797,1.14465365682902e-91,7.05197723948987e-96,90.9413258999456,95.1516890980715,7
"ITM2C",3.33386156514239e-95,-0.740739889570792,0.19,0.452,1.08353834728693e-90,6.56128285226427e-95,89.9651557140438,94.1830112397111,7
"MT1X",3.52300930692802e-95,-1.5096871167434,0.29,0.546,1.14501325484467e-90,6.92564244163753e-95,89.9411894858371,94.1595399340445,7
"NUPR1",1.00177840838019e-94,-0.718914008165732,0.082,0.307,3.25588000507646e-90,1.95375088459233e-94,89.4873316093398,93.7091308123389,7
"CCT6A",2.33650030346994e-94,-0.66078327970687,0.305,0.597,7.59385963630766e-90,4.53123541998778e-94,89.1195374345521,93.3437833734982,7
"CD44",2.86470750595872e-94,-0.663464677036502,0.135,0.371,9.31058586511643e-90,5.53693746392469e-94,89.0310229903418,93.2567303815316,7
"NMB",1.39649269586078e-90,-0.90140897866021,0.099,0.318,4.5387409108171e-86,2.52656854617998e-90,85.3430646077868,89.5974689147921,7
"CAMK2N1",2.01836940143084e-90,-0.561404881650247,0.104,0.329,6.55990239159039e-86,3.64023572295678e-90,85.1831026226836,89.4388704927617,7
"PLTP",5.51631269088325e-90,-0.548065966659475,0.075,0.293,1.79285678766397e-85,9.91787052548385e-90,84.7464544002378,89.0035815655786,7
"MT3",4.09618052999687e-89,-1.11104825831586,0.476,0.695,1.33129963405428e-84,7.22904662042393e-89,83.8757241873719,88.1409189744607,7
"GAP43",1.71619198987206e-88,-0.960033489899081,0.397,0.62,5.57779558628319e-84,2.98302857454096e-88,83.2535374056985,87.5253425864951,7
"DDIT4",3.22978988587918e-86,-0.670188881221457,0.191,0.43,1.04971401080959e-81,5.38610371307002e-86,80.9789290061158,85.26872528821,7
"QDPR",6.95574818390393e-85,-0.612207794691948,0.114,0.344,2.26068771725062e-80,1.1368959626343e-84,79.6457594252891,83.9442792757882,7
"TNFRSF12A",7.6492341549064e-85,-0.561326479845042,0.064,0.264,2.48607759268613e-80,1.24906131990241e-84,79.604485320767,83.9034162403756,7
"HMGB2",7.85860617104778e-85,-1.06865577518333,0.205,0.438,2.55412559165224e-80,1.28203726382122e-84,79.5927577513872,83.8920993513876,7
"DBNDD2",1.49173159917907e-84,-0.75659953715849,0.105,0.327,4.8482768704919e-80,2.41985783851793e-84,79.3144125868836,83.6162101471438,7
"RNASET2",3.33500402152083e-84,-0.964724840064893,0.067,0.263,1.08390965703448e-79,5.35960609045154e-84,78.9650069143719,83.2708671280367,7
"SAT1",4.11785160106257e-83,-1.25597836582584,0.441,0.674,1.33834294886134e-78,6.5086189225586e-83,77.8734325848392,82.1865111555091,7
"BST2",8.11838950706525e-83,-0.566873311900002,0.113,0.326,2.63855777369128e-78,1.27269212435918e-82,77.5786333920987,81.8952766433717,7
"CEBPD",9.04714609309907e-83,-0.649948322842825,0.171,0.413,2.94041295171813e-78,1.41443606491748e-82,77.5315916729693,81.8494166786637,7
"NRN1",6.2267253052189e-81,-0.875517578916801,0.074,0.272,2.0237479914492e-76,9.43575757401916e-81,75.6938435692715,80.0252232256519,7
"AQP4",2.3216515419897e-80,-0.884535803808193,0.086,0.282,7.54559967662072e-76,3.4724181641891e-80,75.1223062395334,79.4593679806544,7
"GSN",4.99298440804003e-80,-0.544216988313964,0.069,0.264,1.62276986245709e-75,7.43562647823735e-80,74.7897430664657,79.1286824347305,7
"BAALC",5.52208857121302e-80,-0.543267585816325,0.224,0.466,1.79473400652994e-75,8.21648696027041e-80,74.7459999081198,79.085313829648,7
"CST3",1.04044438771573e-79,-0.782829767041533,0.587,0.779,3.38154830451488e-75,1.5401432360183e-79,74.4708844044136,78.8124388871378,7
"PTTG1",1.50312828524207e-79,-0.753026567837265,0.076,0.269,4.88531723986525e-75,2.21554177653955e-79,74.3111072290692,78.6545200564428,7
"HLA-A",7.08219853466526e-78,-0.626632468307139,0.633,0.835,2.30178534575155e-73,1.02549284151277e-77,72.6379351791868,76.9890673668923,7
"HILPDA",5.75405493098707e-76,-0.878221339896343,0.168,0.39,1.87012539312011e-71,8.18755054483403e-76,70.7281292727606,75.0868460059284,7
"NNMT",1.27123042805231e-75,-0.742683706944323,0.067,0.25,4.13162601421281e-71,1.80291184783754e-75,70.3838789967638,74.7440255072951,7
"HLA-B",2.45668499897658e-75,-0.779625259812164,0.556,0.773,7.98447191517378e-71,3.47275864720194e-75,70.0977538023696,74.4593253986157,7
"TUBB2B",1.73669808297765e-74,-0.720269464005871,0.445,0.66,5.64444243948566e-70,2.4350454031027e-74,69.2483789514208,73.6134929366534,7
"ID2",9.16971677736629e-73,-0.578708189974068,0.343,0.596,2.98024964981182e-68,1.26615449261874e-72,67.525747354382,71.8975132996913,7
"SELENOP",2.58432302678192e-72,-0.780513320924604,0.053,0.226,8.39930826934391e-68,3.55138657979745e-72,67.0757564790782,71.4496020507807,7
"UBLCP1",5.96325143524569e-72,-1.14614590659799,0.113,0.302,1.9381163489692e-67,8.1751961693678e-72,66.7126201549434,71.0875018173525,7
"SPARCL1",6.16767470901158e-71,-0.987499524664174,0.397,0.59,2.00455595717585e-66,8.38881524645704e-71,65.6979818159146,70.0762993703105,7
"RAMP1",4.76437634193067e-69,-0.550461567434044,0.236,0.456,1.54846995489089e-64,6.42446372357214e-69,63.8100972168824,68.1921631188315,7
"ID3",1.372657206875e-68,-1.36657201918143,0.155,0.345,4.46127318806442e-64,1.84661444977883e-68,63.3505411817267,67.7336237704029,7
"IFI6",6.8113561709453e-67,-0.538526329713908,0.14,0.344,2.21375886911893e-62,9.07129687581141e-67,61.6548696858576,66.0423306196934,7
"TUBA1A",2.5175624046911e-66,-0.693734327138744,0.726,0.856,8.18232957148654e-62,3.33997902420971e-66,61.0871230317803,65.4762562606431,7
"NDRG1",2.76167016208298e-66,-0.744371735188352,0.067,0.233,8.97570419378588e-62,3.66101589842951e-66,61.0469314686017,65.4363983851351,7
"CLINT1",3.87615785249432e-66,-1.40960167894022,0.196,0.394,1.25979006363918e-61,5.13449612694183e-66,60.8997018213899,65.2895021694038,7
"SCG2",1.86946191862732e-65,-0.599702482678388,0.104,0.287,6.07593818173067e-61,2.4668893513385e-65,60.2163866534185,64.607850329708,7
"PFN2",1.36027676578627e-63,-0.502613664753443,0.212,0.428,4.42103551648195e-59,1.7692823645419e-63,58.3544759961662,62.7522028513319,7
"THG1L",1.61026504844359e-63,-0.612651717678507,0.074,0.238,5.2335224339465e-59,2.09128478074765e-63,58.2812059098514,62.6795868230953,7
"S100A4",1.92942885339435e-62,-0.652868190854796,0.018,0.152,6.27083671641697e-58,2.48893438038763e-62,57.2026745074821,61.6039865532151,7
"RCAN1",2.76574607715268e-62,-0.576518122860714,0.136,0.325,8.98895132535392e-58,3.56510659385028e-62,57.0462909712453,61.4479274805586,7
"C3",8.35166743613096e-62,-0.55754688060917,0.029,0.169,2.71437543341692e-57,1.07494243063102e-61,56.5663300839479,60.9686147941007,7
"IFI30",1.38948972994675e-60,-0.589959471318159,0.022,0.155,4.51598057129992e-56,1.77912409042143e-60,55.3452479351694,59.74979375967,7
"IGFBP7",3.04826277729285e-60,-1.00934265035399,0.076,0.234,9.90715885247948e-56,3.89149523195817e-60,55.0040508734259,59.4098834973328,7
"TCIM",3.63076371225645e-60,-0.562254208559076,0.108,0.286,1.18003451412047e-55,4.63170596256809e-60,54.9281052900898,59.3342590189886,7
"CNP",3.67183196653246e-60,-0.544680350953574,0.156,0.359,1.19338210744272e-55,4.6806366131721e-60,54.9232204778855,59.3296950745359,7
"TYROBP",4.25010967236626e-60,-1.55494700584844,0.053,0.196,1.38132814461576e-55,5.41379283727245e-60,54.8597031393307,59.2664983668423,7
"APOC1",1.85912045213744e-59,-1.45872534228896,0.075,0.228,6.04232738149191e-55,2.35944257381561e-59,54.2187957477612,58.6271905884327,7
"CHI3L1",2.75151067721535e-59,-0.941819640928107,0.173,0.358,8.9426848520176e-55,3.48686301679419e-59,54.0485320738928,58.4575651137708,7
"IGFBP5",8.06364032546506e-59,-1.18542077772953,0.241,0.437,2.6207637421794e-54,1.01962221258261e-58,53.5815721282684,57.9915607119464,7
"APOE",5.54557677558028e-58,-1.44419159509529,0.16,0.337,1.80236790783135e-53,6.98152116313024e-58,52.7441565540715,57.1560499411623,7
"C1QA",3.92017801928017e-57,-1.83373254483183,0.068,0.211,1.27409705804625e-52,4.9184256841456e-57,51.8947974870962,56.3081738862775,7
"MGP",2.1534151512429e-56,-0.698025903481331,0.04,0.178,6.99881458305454e-52,2.69137911009793e-56,51.1549755119335,55.5700251228134,7
"SERPINA3",2.88946482890584e-56,-0.735553107431926,0.103,0.269,9.39104964042686e-52,3.60608553484561e-56,51.0272858637968,55.4429639762074,7
"HLA-DPA1",5.59065490269115e-56,-0.89565938545786,0.087,0.236,1.81701874992365e-51,6.96209982831524e-56,50.7406405911585,55.1572597537355,7
"PLIN2",1.82503024226273e-55,-0.698544195709279,0.036,0.169,5.93153079037811e-51,2.26293261361026e-55,50.2268332108482,54.645328378424,7
"VOPP1",2.18119404208536e-55,-0.613087420657406,0.232,0.437,7.08909875618162e-51,2.70261372335917e-55,50.1494089735752,54.5682160223004,7
"SRGN",2.90465891127802e-54,-1.23851854593504,0.058,0.192,9.44043192754471e-50,3.58615256142051e-54,49.0250081349966,53.4453712387075,7
"GBP1",2.99024797375229e-53,-0.538940606907757,0.025,0.149,9.71860493949232e-49,3.67604558596614e-53,48.0123960715514,52.4346191116464,7
"ADM",3.7677923800333e-53,-0.51334482216483,0.117,0.283,1.22457020143462e-48,4.62861896650354e-53,47.912016312849,52.3345485693913,7
"HIST1H4C",9.06613361004326e-53,-1.3486559600827,0.328,0.543,2.94658408460016e-48,1.11137404907206e-52,47.5306811612354,51.9541397483428,7
"FCER1G",1.48766908362323e-52,-1.11313259398123,0.042,0.167,4.83507328868385e-48,1.81978514410609e-52,47.3155969386172,51.7399798846728,7
"HLA-DPB1",2.19899630119151e-52,-0.854795517021993,0.08,0.223,7.14695787850253e-48,2.6861058852488e-52,47.1458787774606,51.5708768716104,7
"FN1",4.99866032222635e-52,-0.787836870311475,0.06,0.198,1.62461459132678e-47,6.088699870263e-52,46.7892496505081,51.2154754330568,7
"C1QC",9.268804977222e-52,-1.25592329691051,0.025,0.141,3.01245430564692e-47,1.12582388393281e-51,46.5210795319543,50.948529542183,7
"C1QB",1.76620514541224e-51,-2.11222413345569,0.083,0.223,5.74034334310432e-47,2.13777705538676e-51,46.2410621306759,50.670037588493,7
"ANGPTL4",6.24685969553381e-51,-0.573919063260139,0.048,0.18,2.03029186964544e-46,7.53464698427069e-51,45.6924415245179,50.1229370905789,7
"HLA-DRB1",1.04945001962432e-50,-0.940003410009437,0.073,0.208,3.41081750878101e-46,1.2631455605799e-50,45.4671415163151,49.8985465999482,7
"AIF1",2.30618401304396e-50,-1.07143659921211,0.044,0.167,7.49532866079419e-46,2.76806231329199e-50,45.1252093191279,49.557824137476,7
"HLA-DRA",9.63248890447929e-50,-1.24458386509797,0.146,0.297,3.13065521884481e-45,1.15375960091126e-49,44.5043647588916,48.9378846720068,7
"ID1",1.0773073898573e-49,-0.753384214774492,0.121,0.273,3.50135674777521e-45,1.28948166081394e-49,44.4557636373935,48.8895848300782,7
"S100A9",2.54467948979318e-49,-0.919864657753423,0.029,0.145,8.27046280977681e-45,3.04163213253672e-49,44.0824701869277,48.5168933124626,7
"ISG15",1.64193537635782e-48,-0.600597621294016,0.131,0.295,5.33645416670055e-44,1.95987583651009e-48,43.2727472162545,47.7077714415142,7
"HMOX1",7.70977372363813e-48,-0.529118467546441,0.013,0.117,2.50575355791963e-43,9.15834098210559e-48,42.601061644315,47.0381831909142,7
"PCLAF",9.61524234297543e-48,-0.529820838725458,0.062,0.189,3.12504991389045e-43,1.1406122531942e-47,42.5051430416306,46.9428619672538,7
"FCGR3A",1.13284697797953e-47,-0.616755360008599,0.009,0.109,3.68186596313126e-43,1.34292162362133e-47,42.4339320258624,46.8719493331407,7
"CD14",7.83317443524913e-47,-0.806833220394744,0.014,0.116,2.54586002320032e-42,9.27301719838134e-47,41.5941654784604,46.0327789347436,7
"S100B",1.83136393139051e-46,-0.669448766991974,0.383,0.572,5.9521159134123e-42,2.16206165908346e-46,41.2253286197899,45.665131924713,7
"VSIG4",4.22799644002377e-45,-0.558199809427155,0.007,0.102,1.37414112297213e-40,4.9609258025024e-45,39.8619686633603,44.3044372683891,7
"IFI27",4.41427995189795e-45,-0.547120927786237,0.023,0.129,1.43468512716635e-40,5.17598315011947e-45,39.8432434038353,44.2860071461381,7
"PMP2",2.27999545882962e-44,-0.628789832240689,0.354,0.524,7.41021324074215e-40,2.66617355144981e-44,39.1301692943223,43.5741115841105,7
"CCL2",4.90394357340647e-44,-0.706789208127824,0.027,0.134,1.59383070079284e-39,5.72679743416751e-44,38.7975578119338,43.2420881782939,7
"STMN1",2.065329813831e-43,-0.634620704388454,0.465,0.649,6.71252842793212e-39,2.40374865723014e-43,38.1731138620272,42.6191109453568,7
"FCGBP",2.70438895681016e-43,-1.10355225236487,0.012,0.107,8.7895345485287e-39,3.14540117213904e-43,38.0560341224641,42.5023239557083,7
"NDUFA4L2",6.74918828463783e-40,-0.510650400395472,0.021,0.115,2.19355368439014e-35,7.74026510251488e-40,34.6588517323331,39.1112441645642,7
"SEPTIN14",7.05584625361291e-40,-0.839056561194005,0.104,0.231,2.29322059088673e-35,8.08658076609288e-40,34.6395541673385,39.0922350715044,7
"APOC2",1.41813456286867e-39,-1.20068218771316,0.039,0.139,4.60907914277945e-35,1.62206776375833e-39,34.3363858345144,38.7899310065912,7
"AKAP12",1.12982625683504e-38,-0.650908011829437,0.203,0.363,3.67204831733957e-34,1.28888309272788e-38,33.435091612924,37.8897864732484,7
"S100A8",6.2820711875081e-38,-0.584625394977907,0.02,0.109,2.04173595665201e-33,7.15227893775658e-38,32.6900004228679,37.1455555564652,7
"RGS1",1.07973532966815e-37,-0.86438072915901,0.033,0.126,3.50924779495445e-33,1.22687503555446e-37,32.4547859643062,36.9111996704702,7
"NUSAP1",2.36725173575688e-36,-0.515434238796177,0.061,0.166,7.69380486638342e-32,2.68278167821167e-36,31.1138588326546,35.5714146682919,7
"CCL3",5.65161379729145e-35,-1.85807507344632,0.047,0.143,1.83683100025769e-30,6.39232333822087e-35,29.7359307996179,34.194341265538,7
"SLN",5.80205979120422e-35,-0.518809427671233,0.031,0.121,1.88572745273928e-30,6.55818939071282e-35,29.724521076352,34.1832160457097,7
"DCN",7.04077654100032e-34,-0.550506492870732,0.046,0.141,2.28832278359052e-29,7.92718872130891e-34,28.6404827153489,33.1008808025045,7
"MT1E",1.84231911118609e-32,-0.594893331394207,0.196,0.337,5.98772134326591e-28,2.06349304731161e-32,27.2227384190668,31.6853969900864,7
"TAGLN",4.25423263132461e-32,-0.644563358615671,0.04,0.128,1.38266814750681e-27,4.75878517282325e-32,26.8592820418722,31.3225039002366,7
"TOP2A",2.67415861815096e-31,-0.549549702542168,0.061,0.157,8.69128292485245e-27,2.9797274208706e-31,26.0609161123821,30.5258234624426,7
"GFAP",2.48516489315213e-28,-0.763538962196737,0.327,0.465,8.07703441923374e-24,2.75314159536622e-28,23.0927480664252,27.560171452063,7
"CENPF",2.67203604863632e-28,-0.520156110326654,0.091,0.192,8.68438436167292e-24,2.95826441305086e-28,23.0612609633775,27.5289630108676,7
"IGFBP3",7.48089579286305e-26,-0.60732914834467,0.06,0.144,2.43136594163842e-21,8.2399656276207e-26,20.6141496711551,25.0840745999249,7
"ALOX5AP",1.65181987230063e-25,-0.693171120942083,0.088,0.175,5.36857976696427e-21,1.81826600739214e-25,20.2701405897099,24.7403425803596,7
"LAPTM5",5.52834885529579e-23,-0.516674690631406,0.113,0.199,1.79676866145969e-18,6.06221735974621e-23,17.745507835812,22.2173684961363,7
"PPP1R14A",2.63710030884596e-18,-0.504395613036669,0.065,0.134,8.57083971378027e-14,2.86807506809586e-18,13.066976626712,17.5424094857681,7
"CD74",5.48644499146199e-17,-1.0833887620065,0.252,0.34,1.78314948667506e-12,5.95198243574066e-17,11.7488122471125,16.2253383590603,7
"CCL4",7.50734919431268e-17,-1.34309027791854,0.051,0.109,2.43996356164357e-12,8.13924918931137e-17,11.6126166593561,16.089415655059,7
"PTGDS",7.28981807657004e-16,-0.839667946715119,0.121,0.194,2.36926377306603e-11,7.89844695553037e-16,10.6253865860438,15.1024582941462,7
"CYBA",1.54833842137882e-13,-0.566574195585982,0.158,0.219,5.03225470332331e-09,1.67027007206241e-13,8.29823738555793,12.7772133005151,7
