"GOID","Term","Class","Pvalue","p.adj","nlog10p.adj","OddsRatio","ExpCount","Count","Size","cluster"
"GO:0048699","generation of neurons","BP",6.39673603006031e-09,1.48607498795365e-06,5.82795927534476,4.49969530184463,7.82253789886568,27,1570,"7"
"GO:0048667","cell morphogenesis involved in neuron differentiation","BP",6.64613143091975e-09,1.48607498795365e-06,5.82795927534476,6.83964246996615,3.00943496236616,17,604,"7"
"GO:0098609","cell-cell adhesion","BP",1.0596600257903e-08,2.22131232906291e-06,5.6533903729004,5.60185185185185,4.40453726280081,20,884,"7"
"GO:0060284","regulation of cell development","BP",1.15787777274044e-08,2.28442473515966e-06,5.64122314605358,5.32580525731211,4.89780557616877,21,983,"7"
"GO:0050793","regulation of developmental process","BP",1.89026906944813e-08,3.52220136607168e-06,5.45318581881909,3.60856123662307,13.9061804304039,36,2791,"7"
"GO:0045597","positive regulation of cell differentiation","BP",2.7801769378135e-08,4.63722449133658e-06,5.33374187909044,5.04319192957308,5.15191349517651,21,1034,"7"
"GO:0000904","cell morphogenesis involved in differentiation","BP",2.81820019407146e-08,4.63722449133658e-06,5.33374187909044,5.81213748657358,3.75182868652603,18,753,"7"
"GO:0050767","regulation of neurogenesis","BP",2.9034500392984e-08,4.63722449133658e-06,5.33374187909044,5.50401937046005,4.21021944238312,19,845,"7"
"GO:0045664","regulation of neuron differentiation","BP",3.40113296012732e-08,5.18518179466683e-06,5.28523601245979,6.07780365531125,3.36319304569066,17,675,"7"
"GO:0045595","regulation of cell differentiation","BP",3.73892873620337e-08,5.45233347009831e-06,5.26341759014575,3.9204780620839,9.70094349623662,29,1947,"7"
"GO:0048731","system development","BP",4.63679805728305e-08,6.47992528505306e-06,5.18843000161031,3.13427063427063,25.1367539489028,50,5045,"7"
"GO:0061564","axon development","BP",5.30580806639362e-08,7.11827210187368e-06,5.14762541474695,6.73110482978985,2.64072935439415,15,530,"7"
"GO:0030182","neuron differentiation","BP",6.43480218146793e-08,8.30089481409363e-06,5.08087508932552,4.31424436634277,7.00540655146825,24,1406,"7"
"GO:0031175","neuron projection development","BP",9.58097425006683e-08,1.19016991239719e-05,4.92439103293615,4.85449085449085,5.0323332979964,20,1010,"7"
"GO:0007409","axonogenesis","BP",1.12545793430367e-07,1.3481378255909e-05,4.87026570584686,6.84444444444444,2.40156896003392,14,482,"7"
"GO:0048666","neuron development","BP",1.52483623536151e-07,1.76355197703534e-05,4.75361173587912,4.52530950113545,5.69500689070285,21,1143,"7"
"GO:0048869","cellular developmental process","BP",1.9642316522947e-07,2.18280507598229e-05,4.66098504496195,3.01402130195144,22.0675288879466,45,4429,"7"
"GO:0051960","regulation of nervous system development","BP",2.03995699395767e-07,2.18280507598229e-05,4.66098504496195,4.81657427149964,4.76826036255698,19,957,"7"
"GO:0009888","tissue development","BP",2.08258087153945e-07,2.18280507598229e-05,4.66098504496195,3.58426001332642,10.4981448107707,29,2107,"7"
"GO:0050808","synapse organization","BP",2.2847826367109e-07,2.32216998894799e-05,4.63410599193598,7.01281599059377,2.15742605745786,13,433,"7"
"GO:0007167","enzyme linked receptor protein signaling pathway","BP",2.98994237969351e-07,2.94949021808589e-05,4.53025303981976,4.4980694980695,5.40103890596841,20,1084,"7"
"GO:0040007","growth","BP",3.07956609006913e-07,2.95110419031196e-05,4.53001545723038,4.67983402489627,4.89780557616877,19,983,"7"
"GO:0030154","cell differentiation","BP",3.44618107935603e-07,3.21069203893337e-05,4.49340134881093,2.95724970963995,21.6689282306795,44,4349,"7"
"GO:0032501","multicellular organismal process","BP",3.57108142375149e-07,3.23713705277365e-05,4.48983891320067,2.9320516063749,39.710590480229,64,7970,"7"
"GO:0010769","regulation of cell morphogenesis involved in differentiation","BP",4.05914543289149e-07,3.58272994261001e-05,4.44578592665233,8.18805657412258,1.54457754690978,11,310,"7"
"GO:0034330","cell junction organization","BP",4.30236989605996e-07,3.70003811061157e-05,4.43179380265109,5.31950115881249,3.55252835789251,16,713,"7"
"GO:0009628","response to abiotic stimulus","BP",5.79169454246651e-07,4.85633587385817e-05,4.31369128422299,4.14596126594237,6.1733276794233,21,1239,"7"
"GO:0007275","multicellular organism development","BP",6.10182013386496e-07,4.99158651926417e-05,4.30176139685112,2.81331851734265,27.991731156578,51,5618,"7"
"GO:0030155","regulation of cell adhesion","BP",6.55701401142161e-07,5.23624404626383e-05,4.28098012043378,5.14301994301994,3.66712604685678,16,736,"7"
"GO:2000026","regulation of multicellular organismal development","BP",6.98139165066804e-07,5.44548548752107e-05,4.26396339503542,3.35729756165723,11.1159758295346,29,2231,"7"
"GO:0000902","cell morphogenesis","BP",7.35524098564736e-07,5.56195309594708e-05,4.25477267786978,4.39986953685584,5.18679105268737,19,1041,"7"
"GO:0007417","central nervous system development","BP",7.46236998561772e-07,5.56195309594708e-05,4.25477267786978,4.39532095144998,5.19177356090321,19,1042,"7"
"GO:0051241","negative regulation of multicellular organismal process","BP",8.50470977597591e-07,6.20104273665722e-05,4.20753527555025,3.91200980392157,6.88582635428814,22,1382,"7"
"GO:0006090","pyruvate metabolic process","BP",9.14590001022958e-07,6.52666992219362e-05,4.1853083506248,12.0335917312661,0.757341248807378,8,152,"7"
"GO:0042127","regulation of cell population proliferation","BP",1.12609967297006e-06,7.75838255753072e-05,4.11022880961243,3.54431486152386,8.79910950916994,25,1766,"7"
"GO:0022604","regulation of cell morphogenesis","BP",1.13345481609721e-06,7.75838255753072e-05,4.11022880961243,6.03866280546665,2.48627159970317,13,499,"7"
"GO:0010770","positive regulation of cell morphogenesis involved in differentiation","BP",1.16814350088061e-06,7.83590660390716e-05,4.10591074899806,11.626658342438,0.782253789886568,8,157,"7"
"GO:0048856","anatomical structure development","BP",1.37390737613197e-06,9.03546145009144e-05,4.04404966268126,2.71032662487628,30.4680377398495,53,6115,"7"
"GO:0040008","regulation of growth","BP",1.42414275622704e-06,9.18572077766444e-05,4.03688676015504,5.12205474542059,3.41800063606488,15,686,"7"
"GO:0007411","axon guidance","BP",1.51474465990182e-06,9.5857614892655e-05,4.0183733812262,8.03701772679875,1.415032333298,10,284,"7"
"GO:0097485","neuron projection guidance","BP",1.56344925961327e-06,9.71075706804242e-05,4.01274691039515,8.00735930735931,1.42001484151383,10,285,"7"
"GO:0001764","neuron migration","BP",1.62228135214339e-06,9.77430269252734e-05,4.0099142157827,11.1007751937984,0.817131347397435,8,164,"7"
"GO:0034329","cell junction assembly","BP",1.63970134440614e-06,9.77430269252734e-05,4.0099142157827,6.36342619350364,2.1624085656737,12,434,"7"
"GO:0010975","regulation of neuron projection development","BP",1.67968079872989e-06,9.77430269252734e-05,4.0099142157827,5.81726435430139,2.57595674758825,13,517,"7"
"GO:0120035","regulation of plasma membrane bounded cell projection organization","BP",1.70346745280447e-06,9.77430269252734e-05,4.0099142157827,5.04405286343612,3.46782571822326,15,696,"7"
"GO:0006096","glycolytic process","BP",1.71939135020606e-06,9.77430269252734e-05,4.0099142157827,13.9046402724564,0.572988444821372,7,115,"7"
"GO:0006757","ATP generation from ADP","BP",1.8224411249279e-06,0.000101874458883469,3.99193468504507,13.776336602341,0.57797095303721,7,116,"7"
"GO:0031344","regulation of cell projection organization","BP",2.03112525719706e-06,0.000111678592010474,3.9520300700606,4.9683086336075,3.51765080038164,15,706,"7"
"GO:0051094","positive regulation of developmental process","BP",2.29448280586398e-06,0.000124124118239803,3.90614382365224,3.66391772395233,7.30933955263437,22,1467,"7"
"GO:0021782","glial cell development","BP",2.55543307060382e-06,0.000136046389187384,3.86631298035834,13.0533733133433,0.607866002332238,7,122,"7"
"GO:0046031","ADP metabolic process","BP",2.84867328851732e-06,0.000148538434550379,3.82816115743479,12.8288633461047,0.617831018763914,7,124,"7"
"GO:0009653","anatomical structure morphogenesis","BP",2.87865183237169e-06,0.000148538434550379,3.82816115743479,2.96904154096078,14.0108131029365,32,2812,"7"
"GO:0048522","positive regulation of cellular process","BP",3.08808233447692e-06,0.000156930729542964,3.80429200629065,2.6245351968201,28.5099120110251,50,5722,"7"
"GO:0032502","developmental process","BP",3.38017788791759e-06,0.00016921069606083,3.77157218802645,2.60450448348538,33.128697127107,55,6649,"7"
"GO:0007267","cell-cell signaling","BP",3.89396869540921e-06,0.000192064279476507,3.71655339864037,3.35818614967551,8.78416198452242,24,1763,"7"
"GO:0051128","regulation of cellular component organization","BP",3.982940913894e-06,0.000193605562684065,3.71308216867903,3.04351282051282,12.1025124562705,29,2429,"7"
"GO:0007169","transmembrane receptor protein tyrosine kinase signaling pathway","BP",4.25108521652632e-06,0.000203687711660418,3.69103517089699,4.65951950400413,3.73688116187851,15,750,"7"
"GO:0070482","response to oxygen levels","BP",4.39823325481178e-06,0.000207770061079419,3.68241703254761,6.32943201376936,1.97307325347185,11,396,"7"
"GO:0006165","nucleoside diphosphate phosphorylation","BP",4.53977691726112e-06,0.000211477941395747,3.67473492582896,11.9067688378033,0.662673592706456,7,133,"7"
"GO:0010035","response to inorganic substance","BP",4.79608576179524e-06,0.000217135741679226,3.66326868351722,5.2581934452438,2.83504717481183,13,569,"7"
"GO:0010720","positive regulation of cell development","BP",4.88816572405025e-06,0.000217135741679226,3.66326868351722,5.24846510184631,2.84002968302767,13,570,"7"
"GO:0019674","NAD metabolic process","BP",4.89453589052837e-06,0.000217135741679226,3.66326868351722,23.3795255930087,0.249125410791901,5,50,"7"
"GO:0008283","cell population proliferation","BP",4.92018973393594e-06,0.000217135741679226,3.66326868351722,3.16912128532759,10.1991943178204,26,2047,"7"
"GO:0046939","nucleotide phosphorylation","BP",5.01135908396749e-06,0.000218286991787363,3.66097214410439,11.7194683908046,0.672638609138132,7,135,"7"
"GO:0009135","purine nucleoside diphosphate metabolic process","BP",5.26202435189766e-06,0.000223402907294491,3.65091117941316,11.6279960794796,0.67762111735397,7,136,"7"
"GO:0009179","purine ribonucleoside diphosphate metabolic process","BP",5.26202435189766e-06,0.000223402907294491,3.65091117941316,11.6279960794796,0.67762111735397,7,136,"7"
"GO:0042221","response to chemical","BP",5.45273347667931e-06,0.00022860585100978,3.64091265832944,2.60436194895592,23.8413018127849,44,4785,"7"
"GO:0016049","cell growth","BP",5.7033238255686e-06,0.000236159853221692,3.62679392978011,5.60077558934585,2.44142902576063,12,490,"7"
"GO:0009185","ribonucleoside diphosphate metabolic process","BP",6.07747792931147e-06,0.000246593564343476,3.60801826191136,11.3618948101707,0.692568642001484,7,139,"7"
"GO:0007565","female pregnancy","BP",6.10234521183915e-06,0.000246593564343476,3.60801826191136,9.19544779811974,0.976571610304251,8,196,"7"
"GO:0048513","animal organ development","BP",6.35378752861423e-06,0.00025369765917824,3.5956835399153,2.70125754308785,18.3057351849889,37,3674,"7"
"GO:0048870","cell motility","BP",6.93023460968698e-06,0.000270279149777792,3.56818745591324,3.23474946398793,9.0831124774727,24,1823,"7"
"GO:0051674","localization of cell","BP",6.93023460968698e-06,0.000270279149777792,3.56818745591324,3.23474946398793,9.0831124774727,24,1823,"7"
"GO:0016052","carbohydrate catabolic process","BP",7.07806956125363e-06,0.000272871785154537,3.56404136790349,9.00193798449612,0.996501643167603,8,200,"7"
"GO:0001558","regulation of cell growth","BP",7.68173639335622e-06,0.00029277890753769,3.53346021405473,5.95024597166171,2.09265345065197,11,420,"7"
"GO:0030030","cell projection organization","BP",8.36392871586473e-06,0.000313971990059459,3.50310909430006,3.35487130397788,7.91720555496661,22,1589,"7"
"GO:0051240","positive regulation of multicellular organismal process","BP",8.42500867780302e-06,0.000313971990059459,3.50310909430006,3.1934693877551,9.1877451500053,24,1844,"7"
"GO:0006735","NADH regeneration","BP",9.28929981954909e-06,0.000335014103169545,3.47493690997871,36.2299516908213,0.134527721827626,4,27,"7"
"GO:0061621","canonical glycolysis","BP",9.28929981954909e-06,0.000335014103169545,3.47493690997871,36.2299516908213,0.134527721827626,4,27,"7"
"GO:0061718","glucose catabolic process to pyruvate","BP",9.28929981954909e-06,0.000335014103169545,3.47493690997871,36.2299516908213,0.134527721827626,4,27,"7"
"GO:0061620","glycolytic process through glucose-6-phosphate","BP",1.07962591357569e-05,0.000385219714269452,3.4142914952252,34.7185185185185,0.139510230043464,4,28,"7"
"GO:0001666","response to hypoxia","BP",1.20268835439206e-05,0.000421432500925031,3.37527197459382,6.28428162095784,1.78872044948585,10,359,"7"
"GO:0040011","locomotion","BP",1.20624687205733e-05,0.000421432500925031,3.37527197459382,3.05377823393677,10.0447365631294,25,2016,"7"
"GO:0048518","positive regulation of biological process","BP",1.23532987617667e-05,0.000422671418843419,3.37399711828939,2.45455233253136,31.618997137708,52,6346,"7"
"GO:0009132","nucleoside diphosphate metabolic process","BP",1.24136662360146e-05,0.000422671418843419,3.37399711828939,10.1248835041938,0.772288773454892,7,155,"7"
"GO:0061615","glycolytic process through fructose-6-phosphate","BP",1.24759900016394e-05,0.000422671418843419,3.37399711828939,33.328,0.144492738259302,4,29,"7"
"GO:0048709","oligodendrocyte differentiation","BP",1.26220915554423e-05,0.000423344950769536,3.37330561568684,13.1267572633552,0.513198346231316,6,103,"7"
"GO:0010810","regulation of cell-substrate adhesion","BP",1.28318726917196e-05,0.000426119811960668,3.37046827329739,8.26215644820296,1.08120428283685,8,217,"7"
"GO:0010976","positive regulation of neuron projection development","BP",1.43644662499516e-05,0.000472337449042526,3.32574762023366,6.96751099016119,1.44492738259302,9,290,"7"
"GO:0099537","trans-synaptic signaling","BP",1.452289912034e-05,0.000472910715044857,3.32522084578128,4.41954545454545,3.63224848934591,14,729,"7"
"GO:0016477","cell migration","BP",1.51666720478541e-05,0.000489125173543296,3.31057998500206,3.21771771771772,8.22113855613273,22,1650,"7"
"GO:0050673","epithelial cell proliferation","BP",1.55833235689523e-05,0.000497775878573962,3.30296615243622,5.49610205527994,2.25707622177462,11,453,"7"
"GO:0036293","response to decreased oxygen levels","BP",1.59777542206477e-05,0.000505560260906153,3.29622707069768,6.07142857142857,1.8485105480759,10,371,"7"
"GO:0009719","response to endogenous stimulus","BP",1.69871499377276e-05,0.000532475709262975,3.27370019929518,3.19193766937669,8.28092865472278,22,1662,"7"
"GO:0044706","multi-multicellular organism process","BP",1.72152433278149e-05,0.000534628945569362,3.27194753162374,7.91721783656923,1.12604685677939,8,226,"7"
"GO:0010243","response to organonitrogen compound","BP",1.78065075903377e-05,0.000547917673926539,3.26128469050347,3.73764249122415,5.30138874165165,17,1064,"7"
"GO:0120036","plasma membrane bounded cell projection organization","BP",1.89618403871957e-05,0.000578163751442313,3.23794914034102,3.25109966067613,7.70794020990141,21,1547,"7"
"GO:0045666","positive regulation of neuron differentiation","BP",1.96319282348924e-05,0.000593202588286749,3.22679696270738,5.92084942084942,1.89335312201845,10,380,"7"
"GO:0099536","synaptic signaling","BP",2.02180662482622e-05,0.000605458876755995,3.21791534914265,4.28239484396201,3.74186367009435,14,751,"7"
"GO:0009611","response to wounding","BP",2.18207435551021e-05,0.000647453650711763,3.18879131598895,4.52502736017511,3.26852538958974,13,656,"7"
"GO:0051093","negative regulation of developmental process","BP",2.20804796345843e-05,0.000647453650711763,3.18879131598895,3.67073958904945,5.39107388953673,17,1082,"7"
"GO:0022603","regulation of anatomical structure morphogenesis","BP",2.21995139629853e-05,0.000647453650711763,3.18879131598895,3.53095450490633,5.96904484257394,18,1198,"7"
"GO:0007420","brain development","BP",2.30656700129992e-05,0.000666916010548269,3.17592885641655,4.22861930294906,3.78670624403689,14,760,"7"
"GO:0046034","ATP metabolic process","BP",2.49554189617741e-05,0.000712179849939366,3.14741031819889,6.47565251266069,1.54956005512562,9,311,"7"
"GO:0030900","forebrain development","BP",2.50558206001327e-05,0.000712179849939366,3.14741031819889,5.74646919135108,1.94816071239266,10,391,"7"
"GO:0031346","positive regulation of cell projection organization","BP",2.67413606767537e-05,0.000753701879914555,3.12280040149151,5.70064484126984,1.96310823704018,10,394,"7"
"GO:1901700","response to oxygen-containing compound","BP",2.76377141057224e-05,0.00077247410925494,3.11211606775574,3.082447332152,8.5450015901622,22,1715,"7"
"GO:0032787","monocarboxylic acid metabolic process","BP",2.80505432584792e-05,0.000777533240404457,3.10928103533566,4.41126660297121,3.34824552104315,13,672,"7"
"GO:0050769","positive regulation of neurogenesis","BP",2.92194069002968e-05,0.000803294186422914,3.09512537608849,5.11611000965889,2.41651648468144,11,485,"7"
"GO:0006007","glucose catabolic process","BP",3.01270745380237e-05,0.000821513886183183,3.08538509121643,26.0277777777778,0.179370295770169,4,36,"7"
"GO:0009150","purine ribonucleotide metabolic process","BP",3.10572229698592e-05,0.000840047789039579,3.07569600688356,5.59645597369383,1.99798579455104,10,401,"7"
"GO:0008285","negative regulation of cell population proliferation","BP",3.3378521352754e-05,0.000895612484937096,3.0478798609377,4.08031088082902,3.91625145764868,14,786,"7"
"GO:1901135","carbohydrate derivative metabolic process","BP",3.74481661504521e-05,0.000990428255059054,3.00417697854084,3.50961459782342,5.62026926746528,17,1128,"7"
"GO:0007416","synapse assembly","BP",3.75027991629397e-05,0.000990428255059054,3.00417697854084,8.45282161179297,0.916781511714195,7,184,"7"
"GO:0001952","regulation of cell-matrix adhesion","BP",3.79277876324036e-05,0.000993826560305326,3.00268940078841,10.6873567608862,0.622813526979752,6,125,"7"
"GO:0006928","movement of cell or subcellular component","BP",3.86016599110854e-05,0.00100364315768822,2.99842067184641,2.77677091963546,11.4498038799958,26,2298,"7"
"GO:0001503","ossification","BP",3.90440072518727e-05,0.00100733538709832,2.99682590927203,5.44006159677801,2.05279338492526,10,412,"7"
"GO:0050770","regulation of axonogenesis","BP",4.0176880323834e-05,0.00102865081378732,2.98773202599746,8.35747768573814,0.926746528145871,7,186,"7"
"GO:0021781","glial cell fate commitment","BP",4.19016038771481e-05,0.00106013458527584,2.97463899706319,56.2267732267732,0.0697551150217322,3,14,"7"
"GO:0060322","head development","BP",4.21413451825546e-05,0.00106013458527584,2.97463899706319,3.98862484157161,4.00095409731793,14,803,"7"
"GO:0009259","ribonucleotide metabolic process","BP",4.23548105029703e-05,0.00106013458527584,2.97463899706319,5.38529204785362,2.07272341778861,10,416,"7"
"GO:1901698","response to nitrogen compound","BP",4.56798965646077e-05,0.00113489165242737,2.94504559838187,3.45013976280584,5.70995441535037,17,1146,"7"
"GO:0007610","behavior","BP",4.67610693264464e-05,0.00115321048912427,2.9380914161034,4.47844296624784,3.01939997879784,12,606,"7"
"GO:0006734","NADH metabolic process","BP",5.08176127695234e-05,0.00124410418415315,2.90514324930096,22.5045045045045,0.204282836849359,4,41,"7"
"GO:0001101","response to acid chemical","BP",5.14832964883974e-05,0.00125126794508757,2.90264968102381,10.0898268398268,0.657691084490618,6,132,"7"
"GO:0010033","response to organic substance","BP",5.25367528805296e-05,0.00126314305376438,2.89854746184189,2.48865370319653,16.8657903106117,33,3385,"7"
"GO:0019693","ribose phosphate metabolic process","BP",5.27251125602305e-05,0.00126314305376438,2.89854746184189,5.24009363937421,2.12753100816283,10,427,"7"
"GO:0010721","negative regulation of cell development","BP",5.34834364052918e-05,0.00126996178206451,2.89620934840486,5.84508629799225,1.70900031803244,9,343,"7"
"GO:0045785","positive regulation of cell adhesion","BP",5.37670164141802e-05,0.00126996178206451,2.89620934840486,5.22727272727273,2.13251351637867,10,428,"7"
"GO:0007268","chemical synaptic transmission","BP",5.78466403303361e-05,0.00134734466436075,2.87052129315394,4.09485945455814,3.59238842361921,13,721,"7"
"GO:0098916","anterograde trans-synaptic signaling","BP",5.78466403303361e-05,0.00134734466436075,2.87052129315394,4.09485945455814,3.59238842361921,13,721,"7"
"GO:0031099","regeneration","BP",6.56544924222516e-05,0.00151865632816712,2.81854049583274,7.70505984121341,1.00148415138344,7,201,"7"
"GO:0022407","regulation of cell-cell adhesion","BP",6.64392306817281e-05,0.00152628205278436,2.81636520252211,5.09018759018759,2.18732110675289,10,439,"7"
"GO:0016043","cellular component organization","BP",7.02886347841989e-05,0.00159331867159318,2.7976973544729,2.25248091945766,32.5158486165589,51,6526,"7"
"GO:0006163","purine nucleotide metabolic process","BP",7.03074428729252e-05,0.00159331867159318,2.7976973544729,5.05401234567901,2.2022686314004,10,442,"7"
"GO:0021530","spinal cord oligodendrocyte cell fate specification","BP",7.34481863789176e-05,0.00165076871904395,2.78231376930475,408.065217391304,0.014947524647514,2,3,"7"
"GO:0060291","long-term synaptic potentiation","BP",7.38268657890856e-05,0.00165076871904395,2.78231376930475,12.8048780487805,0.433478214777907,5,87,"7"
"GO:0071456","cellular response to hypoxia","BP",8.14058455312827e-05,0.0018025212763444,2.74411960031481,7.43392234231143,1.03636170889431,7,208,"7"
"GO:0010942","positive regulation of cell death","BP",8.1688501492054e-05,0.0018025212763444,2.74411960031481,3.94972462230307,3.71695112901516,13,746,"7"
"GO:0009612","response to mechanical stimulus","BP",8.38884461600473e-05,0.0018389663295477,2.73542622237992,7.39672243086378,1.04134421711015,7,209,"7"
"GO:0050804","modulation of chemical synaptic transmission","BP",8.77592482797174e-05,0.00191132804370242,2.71866476802446,4.91419991419991,2.26205872999046,10,454,"7"
"GO:0099177","regulation of trans-synaptic signaling","BP",8.93665755599616e-05,0.00193377738340717,2.71359352338777,4.90288924558587,2.2670412382063,10,455,"7"
"GO:0051962","positive regulation of nervous system development","BP",9.36142815551536e-05,0.0020127070534358,2.69621943143752,4.46609357949357,2.75034453514258,11,552,"7"
"GO:0036294","cellular response to decreased oxygen levels","BP",0.000109138938666823,0.00233154140311162,2.63235686801423,7.07779048864194,1.08618679105269,7,218,"7"
"GO:1903580","positive regulation of ATP metabolic process","BP",0.00011167390753015,0.00237059674592484,2.62514231608266,18.0927536231884,0.249125410791901,4,50,"7"
"GO:0050768","negative regulation of neurogenesis","BP",0.000112982492732918,0.00238329107312079,2.62282291370453,5.99141074467223,1.46983992367221,8,295,"7"
"GO:0043067","regulation of programmed cell death","BP",0.000114801571322578,0.00240652793884955,2.61860909196803,2.90663236812266,8.05671578501007,20,1617,"7"
"GO:0072521","purine-containing compound metabolic process","BP",0.000120774004810116,0.00251600007536106,2.59928935021847,4.7180993609565,2.35174387787554,10,472,"7"
"GO:0043065","positive regulation of apoptotic process","BP",0.000147354357300703,0.00305078095300344,2.51558897371355,3.94163763066202,3.4080356196332,12,684,"7"
"GO:0030198","extracellular matrix organization","BP",0.000156391668051989,0.00320938094918631,2.49357872967604,5.04340140201158,1.96809074525602,9,395,"7"
"GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","BP",0.000156928585470052,0.00320938094918631,2.49357872967604,10.8160546739256,0.508215838015478,5,102,"7"
"GO:0043062","extracellular structure organization","BP",0.00015937941929024,0.00323974892302706,2.48948864583322,5.03009575923393,1.97307325347185,9,396,"7"
"GO:0071840","cellular component organization or biogenesis","BP",0.000162377087963198,0.00328079971703956,2.48402028117734,2.15395725619074,33.4675076857839,51,6717,"7"
"GO:0043068","positive regulation of programmed cell death","BP",0.000166383103795422,0.00334161036005895,2.4760441912893,3.8876114752337,3.45287819357574,12,693,"7"
"GO:0071453","cellular response to oxygen levels","BP",0.000173635803558157,0.00345489866057383,2.46156468687127,6.54406130268199,1.17088943072193,7,235,"7"
"GO:0019320","hexose catabolic process","BP",0.000174084041036666,0.00345489866057383,2.46156468687127,16,0.279020460086929,4,56,"7"
"GO:1904029","regulation of cyclin-dependent protein kinase activity","BP",0.000187970596779808,0.00370854930352633,2.43079594286033,10.3854711313828,0.52814587087883,5,106,"7"
"GO:0051961","negative regulation of nervous system development","BP",0.000193064576647541,0.00378677538056054,2.42173045507887,5.52187242952217,1.58942012085233,8,319,"7"
"GO:0048523","negative regulation of cellular process","BP",0.000198787308645431,0.0038763525185859,2.41157673473917,2.17167495503121,25.5652496554649,42,5131,"7"
"GO:0007584","response to nutrient","BP",0.000213939507387338,0.00414770582530134,2.38219205338687,7.68884297520661,0.852008904908301,6,171,"7"
"GO:0050806","positive regulation of synaptic transmission","BP",0.000220792154121171,0.00425595910874946,2.37100255339388,7.6421139101862,0.856991413124139,6,172,"7"
"GO:0014070","response to organic cyclic compound","BP",0.000237921923007829,0.00455766848198989,2.3412572679399,3.34978540772532,4.71345277218276,14,946,"7"
"GO:0021529","spinal cord oligodendrocyte cell differentiation","BP",0.000243238717434762,0.00455766848198989,2.3412572679399,136.007246376812,0.0249125410791901,2,5,"7"
"GO:0021778","oligodendrocyte cell fate specification","BP",0.000243238717434762,0.00455766848198989,2.3412572679399,136.007246376812,0.0249125410791901,2,5,"7"
"GO:0021779","oligodendrocyte cell fate commitment","BP",0.000243238717434762,0.00455766848198989,2.3412572679399,136.007246376812,0.0249125410791901,2,5,"7"
"GO:0021780","glial cell fate specification","BP",0.000243238717434762,0.00455766848198989,2.3412572679399,136.007246376812,0.0249125410791901,2,5,"7"
"GO:0032879","regulation of localization","BP",0.000253224508496823,0.00471094620084594,2.32689185539012,2.37304552373046,14.3247111205343,28,2875,"7"
"GO:0046697","decidualization","BP",0.000254446649727222,0.00471094620084594,2.32689185539012,28.0969030969031,0.12456270539595,3,25,"7"
"GO:0030324","lung development","BP",0.000257696344917281,0.00471094620084594,2.32689185539012,7.41666666666667,0.881903954203329,6,177,"7"
"GO:0048857","neural nucleus development","BP",0.000258441890565192,0.00471094620084594,2.32689185539012,14.3402298850575,0.308915509381957,4,62,"7"
"GO:0070527","platelet aggregation","BP",0.000258441890565192,0.00471094620084594,2.32689185539012,14.3402298850575,0.308915509381957,4,62,"7"
"GO:0090066","regulation of anatomical structure size","BP",0.000263958820325573,0.00478550207228094,2.32007249137042,4.26283846872082,2.59090427223577,10,520,"7"
"GO:0051248","negative regulation of protein metabolic process","BP",0.000271635634048292,0.00489820385267727,2.30996314443577,3.04437953045548,5.98399236722146,16,1201,"7"
