gene_id,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,p_adj_FDR,nlog10p.adj,nlog10p.FDR,TE_class,TE_family,deg,nlog10p.adj_max,deglabs
MER4-int,0.008601255,0.286382365,0.268,0.354,1,0.008932471,0,2.049028389,LTR,ERV1,NO,0,NA
MER58A,7.34E-12,0.410600094,0.493,0.547,2.38E-07,7.87E-12,6.622595719,11.10400769,DNA,hAT-Charlie,NO,6.622595719,NA
MER5B,0.413554912,0.308733425,0.327,0.388,1,0.420127003,0,0.376619404,DNA,hAT-Charlie,NO,0,NA
MER65-int,0.000146349,0.350259555,0.2,0.19,1,0.000153649,0,3.813470975,LTR,ERV1,NO,0,NA
MESD,2.06E-95,-0.295966588,0.115,0.369,6.69E-91,4.06E-95,90.17451534,94.39187538,NA,NA,NO,90.17451534,NA
METTL26,1.42E-110,-0.377732421,0.148,0.438,4.62E-106,3.73E-110,105.3357889,109.4288707,NA,NA,NO,105.3357889,NA
METTL5,2.02E-95,-0.295544206,0.12,0.375,6.57E-91,3.99E-95,90.18256784,94.39943183,NA,NA,NO,90.18256784,NA
METTL9,8.75E-83,-0.309818833,0.176,0.429,2.85E-78,1.37E-82,77.54591512,81.86295264,NA,NA,NO,77.54591512,NA
MGP,2.15E-56,-0.698025903,0.04,0.178,7.00E-52,2.69E-56,51.15497551,55.57002512,NA,NA,DOWN,51.15497551,NA
MGST1,6.36E-59,-0.466231566,0.051,0.198,2.07E-54,8.05E-59,53.68460124,58.09427154,NA,NA,NO,53.68460124,NA
MGST3,2.26E-170,-0.597784825,0.232,0.618,7.34E-166,1.66E-169,165.1345557,168.7804795,NA,NA,DOWN,165.1345557,NA
MICOS10,1.37E-176,-0.65554182,0.325,0.703,4.45E-172,1.11E-175,171.3521149,174.9553505,NA,NA,DOWN,171.3521149,NA
MICOS13,3.12E-154,-0.543237229,0.218,0.579,1.01E-149,1.77E-153,148.9944194,152.7521489,NA,NA,DOWN,148.9944194,NA
MIF,3.15E-160,-0.913259401,0.699,0.85,1.02E-155,2.01E-159,154.9900091,158.6978343,NA,NA,DOWN,154.9900091,NA
MIR,2.39E-118,0.426806953,0.979,0.992,7.77E-114,7.24E-118,113.1093382,117.140069,SINE,MIR,NO,113.1093382,NA
MIR3,8.59E-56,0.48906312,0.752,0.798,2.79E-51,1.07E-55,50.55399793,54.97124332,SINE,MIR,NO,50.55399793,NA
MIRb,6.56E-136,0.506057231,0.991,0.992,2.13E-131,2.60E-135,130.6714482,134.5847934,SINE,MIR,UP,130.6714482,NA
MIRc,4.23E-79,0.461199766,0.892,0.932,1.37E-74,6.19E-79,73.86221112,78.20821234,SINE,MIR,NO,73.86221112,NA
MLF2,6.19E-95,-0.35654329,0.212,0.499,2.01E-90,1.21E-94,89.69612166,93.91693829,NA,NA,NO,89.69612166,NA
MLLT11,2.36E-71,-0.38621263,0.214,0.454,7.67E-67,3.22E-71,66.11520892,70.49215537,NA,NA,NO,66.11520892,NA
MLT1A,0.179681,0.252262711,0.336,0.432,1,0.184381336,0,0.734283044,LTR,ERVL-MaLR,NO,0,NA
MLT1A0,4.65E-10,0.305611497,0.627,0.731,1.51E-05,4.97E-10,4.820805036,9.303833495,LTR,ERVL-MaLR,NO,4.820805036,NA
MLT1C,1.97E-12,0.328626165,0.63,0.733,6.39E-08,2.12E-12,7.19427758,11.67406703,LTR,ERVL-MaLR,NO,7.19427758,NA
MLT1D,1.44E-22,0.36321828,0.686,0.783,4.70E-18,1.58E-22,17.32833634,21.80102397,LTR,ERVL-MaLR,NO,17.32833634,NA
MLT1F,0.596694859,0.299833385,0.285,0.35,1,0.601925965,0,0.220456922,LTR,ERVL-MaLR,NO,0,NA
MMADHC,1.09E-99,-0.302481934,0.101,0.351,3.54E-95,2.34E-99,94.45052566,98.63009714,NA,NA,NO,94.45052566,NA
MMP16,0.783814784,0.296965882,0.186,0.21,1,0.786549022,0,0.104274205,NA,NA,NO,0,NA
MOCS2,4.15E-84,-0.250617542,0.076,0.288,1.35E-79,6.66E-84,78.86968318,83.17635138,NA,NA,NO,78.86968318,NA
MORF4L1,2.04E-215,-0.670129169,0.415,0.836,6.64E-211,3.04E-214,210.1781264,213.5174403,NA,NA,DOWN,210.1781264,NA
MORF4L2,2.08E-138,-0.469952785,0.208,0.557,6.75E-134,8.57E-138,133.1708536,137.0668859,NA,NA,NO,133.1708536,NA
MORN2,2.31E-85,-0.275717328,0.08,0.298,7.50E-81,3.80E-85,80.12491901,84.42055043,NA,NA,NO,80.12491901,NA
MPC1,2.70E-151,-0.522334808,0.143,0.481,8.78E-147,1.46E-150,146.0566425,149.8352891,NA,NA,DOWN,146.0566425,NA
MPC2,1.63E-151,-0.527130474,0.159,0.499,5.31E-147,8.92E-151,146.2753139,150.049857,NA,NA,DOWN,146.2753139,NA
MRFAP1,2.60E-150,-0.554789811,0.303,0.663,8.46E-146,1.37E-149,145.0724544,148.8618581,NA,NA,DOWN,145.0724544,NA
MRPL13,3.91E-120,-0.383711407,0.087,0.36,1.27E-115,1.21E-119,114.8962655,118.9185332,NA,NA,NO,114.8962655,NA
MRPL14,1.42E-122,-0.410892736,0.16,0.465,4.63E-118,4.61E-122,117.3347693,121.3363524,NA,NA,NO,117.3347693,NA
MRPL15,3.73E-81,-0.264608457,0.109,0.331,1.21E-76,5.67E-81,75.91654964,80.2467839,NA,NA,NO,75.91654964,NA
MRPL18,5.89E-101,-0.330052376,0.163,0.443,1.91E-96,1.28E-100,95.71834478,99.89192589,NA,NA,NO,95.71834478,NA
MRPL20,3.31E-145,-0.492935626,0.255,0.615,1.08E-140,1.57E-144,139.968496,143.8044534,NA,NA,NO,139.968496,NA
MRPL21,4.21E-87,-0.287745256,0.142,0.39,1.37E-82,7.16E-87,81.86404525,86.14536722,NA,NA,NO,81.86404525,NA
MRPL22,4.03E-86,-0.302984566,0.101,0.328,1.31E-81,6.69E-86,80.88305221,85.17452369,NA,NA,NO,80.88305221,NA
MRPL27,3.89E-95,-0.283512134,0.144,0.412,1.26E-90,7.62E-95,89.89865686,94.11799547,NA,NA,NO,89.89865686,NA
MRPL33,1.14E-142,-0.481440953,0.186,0.533,3.71E-138,5.05E-142,137.4306704,141.2965909,NA,NA,NO,137.4306704,NA
MRPL34,2.68E-102,-0.30767362,0.094,0.344,8.70E-98,6.02E-102,97.06041031,101.2206275,NA,NA,NO,97.06041031,NA
MRPL36,8.04E-104,-0.351438912,0.145,0.426,2.61E-99,1.85E-103,98.5831157,102.7324535,NA,NA,NO,98.5831157,NA
MRPL40,6.43E-99,-0.310973261,0.122,0.384,2.09E-94,1.37E-98,93.67986181,97.86480829,NA,NA,NO,93.67986181,NA
MRPL41,1.61E-84,-0.289050094,0.17,0.427,5.24E-80,2.61E-84,79.28046097,83.58307411,NA,NA,NO,79.28046097,NA
MRPL42,4.12E-80,-0.250046315,0.128,0.363,1.34E-75,6.14E-80,74.87360381,79.2117931,NA,NA,NO,74.87360381,NA
MRPL47,3.19E-88,-0.290349682,0.148,0.402,1.04E-83,5.52E-88,82.98406411,87.25805058,NA,NA,NO,82.98406411,NA
MRPL51,4.78E-181,-0.617663108,0.303,0.698,1.55E-176,4.11E-180,175.8083857,179.3864377,NA,NA,DOWN,175.8083857,NA
MRPL52,7.63E-108,-0.35452634,0.19,0.492,2.48E-103,1.90E-107,102.6056766,106.721892,NA,NA,NO,102.6056766,NA
MRPL54,4.33E-121,-0.399134183,0.101,0.379,1.41E-116,1.36E-120,115.8519874,119.8656239,NA,NA,NO,115.8519874,NA
MRPL57,2.58E-105,-0.361495582,0.21,0.514,8.40E-101,6.14E-105,100.0756647,104.2120551,NA,NA,NO,100.0756647,NA
MRPS12,7.99E-108,-0.36325827,0.121,0.385,2.60E-103,1.98E-107,102.5854627,106.7029279,NA,NA,NO,102.5854627,NA
MRPS14,5.99E-96,-0.291318303,0.093,0.334,1.95E-91,1.19E-95,90.71071027,94.9235853,NA,NA,NO,90.71071027,NA
MRPS15,3.32E-99,-0.290773025,0.106,0.356,1.08E-94,7.09E-99,93.96688393,98.14915122,NA,NA,NO,93.96688393,NA
MRPS17,6.81E-112,-0.520070024,0.106,0.372,2.21E-107,1.83E-111,106.6551668,110.7382337,NA,NA,DOWN,106.6551668,NA
MRPS18C,1.62E-94,-0.283729217,0.158,0.431,5.27E-90,3.15E-94,89.2785256,93.5017945,NA,NA,NO,89.2785256,NA
MRPS21,5.84E-71,-0.261168833,0.354,0.658,1.90E-66,7.94E-71,65.72199427,70.09996945,NA,NA,NO,65.72199427,NA
MRPS23,6.76E-84,-0.262310746,0.091,0.311,2.20E-79,1.08E-83,78.65790685,82.96538155,NA,NA,NO,78.65790685,NA
MRPS24,5.94E-148,-0.556961481,0.273,0.623,1.93E-143,3.00E-147,142.7145766,146.5234587,NA,NA,DOWN,142.7145766,NA
MRPS28,4.29E-77,-0.258529431,0.119,0.343,1.39E-72,6.18E-77,71.85565004,76.20896279,NA,NA,NO,71.85565004,NA
MRPS33,2.29E-86,-0.318863302,0.216,0.489,7.44E-82,3.84E-86,81.12829578,85.41556708,NA,NA,NO,81.12829578,NA
MRPS6,9.99E-77,-0.31682539,0.126,0.346,3.25E-72,1.43E-76,71.48867952,75.84343992,NA,NA,NO,71.48867952,NA
MRPS7,1.76E-86,-0.299329535,0.152,0.406,5.73E-82,2.97E-86,81.24190294,85.52790623,NA,NA,NO,81.24190294,NA
MSMO1,8.00E-57,-0.273880848,0.075,0.235,2.60E-52,1.00E-56,51.58516333,55.99926848,NA,NA,NO,51.58516333,NA
MSN,1.58E-92,-0.313402829,0.089,0.321,5.14E-88,2.95E-92,87.28883015,91.52982782,NA,NA,NO,87.28883015,NA
MSTA,0.00012696,0.34701774,0.503,0.609,1,0.000133373,0,3.874930512,LTR,ERVL-MaLR,NO,0,NA
MSTA-int,0.137957875,0.289053261,0.194,0.206,1,0.141988844,0,0.847745775,LTR,ERVL-MaLR,NO,0,NA
MSTB,0.034980502,0.270572114,0.325,0.425,1,0.03619685,0,1.441329217,LTR,ERVL-MaLR,NO,0,NA
MSTB1,0.835018602,0.276231172,0.247,0.289,1,0.835987301,0,0.077800319,LTR,ERVL-MaLR,NO,0,NA
MT-ATP6,1.76E-62,0.450734274,0.962,0.96,5.73E-58,2.28E-62,57.24149619,61.64248353,NA,NA,NO,57.24149619,NA
MT-CO1,6.00E-54,0.637312583,0.983,0.981,1.95E-49,7.39E-54,48.71030242,53.13159649,NA,NA,UP,48.71030242,NA
MT-CO2,1.26E-82,0.663070607,0.982,0.979,4.10E-78,1.97E-82,77.38680824,81.70581179,NA,NA,UP,77.38680824,NA
MT-CO3,1.69E-136,0.77072806,0.98,0.979,5.48E-132,6.73E-136,131.2613254,135.1716651,NA,NA,UP,131.2613254,NA
MT-CYB,5.15E-147,0.804830107,0.949,0.947,1.67E-142,2.55E-146,141.7760585,145.5937399,NA,NA,UP,141.7760585,NA
MT-ND1,3.88E-84,0.627721076,0.938,0.954,1.26E-79,6.23E-84,78.89928298,83.20554737,NA,NA,UP,78.89928298,NA
MT-ND2,6.53E-117,0.69878217,0.961,0.961,2.12E-112,1.93E-116,111.6731029,115.7143717,NA,NA,UP,111.6731029,NA
MT-ND3,6.51E-104,0.600400418,0.928,0.921,2.11E-99,1.51E-103,98.67476203,102.8223568,NA,NA,UP,98.67476203,NA
MT-ND4,6.76E-70,0.487749404,0.98,0.981,2.20E-65,9.15E-70,64.65815615,69.03852227,NA,NA,NO,64.65815615,NA
MT-ND6,0.751996971,0.320130391,0.397,0.469,1,0.755498703,0,0.121766277,NA,NA,NO,0,NA
MT1E,1.84E-32,-0.594893331,0.196,0.337,5.99E-28,2.06E-32,27.22273842,31.68539699,NA,NA,DOWN,27.22273842,NA
MT1F,1.98E-32,-0.280524703,0.134,0.262,6.44E-28,2.22E-32,27.1909467,31.653887,NA,NA,NO,27.1909467,NA
MT1M,7.14E-46,-0.457035814,0.122,0.276,2.32E-41,8.41E-46,40.63435872,45.07534862,NA,NA,NO,40.63435872,NA
MT1X,3.52E-95,-1.509687117,0.29,0.546,1.15E-90,6.93E-95,89.94118949,94.15953993,NA,NA,DOWN,89.94118949,NA
MT2A,3.52E-96,-1.41856042,0.577,0.797,1.14E-91,7.05E-96,90.9413259,95.1516891,NA,NA,DOWN,90.9413259,NA
MT3,4.10E-89,-1.111048258,0.476,0.695,1.33E-84,7.23E-89,83.87572419,88.14091897,NA,NA,DOWN,83.87572419,NA
MTCH1,7.95E-102,-0.345408211,0.138,0.409,2.58E-97,1.76E-101,96.58787152,100.7537071,NA,NA,NO,96.58787152,NA
MTCH2,1.44E-110,-0.352838493,0.1,0.364,4.68E-106,3.77E-110,105.3295457,109.423287,NA,NA,NO,105.3295457,NA
MTIF3,6.75E-100,-0.331996392,0.102,0.352,2.19E-95,1.45E-99,94.65882199,98.83785229,NA,NA,NO,94.65882199,NA
MTPN,1.99E-139,-0.493210072,0.249,0.6,6.46E-135,8.28E-139,134.1898963,138.0817526,NA,NA,NO,134.1898963,NA
MTUS1,5.75E-45,-0.275023615,0.02,0.125,1.87E-40,6.73E-45,39.72871213,44.17177081,NA,NA,NO,39.72871213,NA
MYDGF,2.11E-154,-0.603998029,0.187,0.531,6.85E-150,1.21E-153,149.1643966,152.917819,NA,NA,DOWN,149.1643966,NA
MYL12A,1.54E-137,-0.580562475,0.098,0.39,5.02E-133,6.25E-137,132.2996522,136.2039178,NA,NA,DOWN,132.2996522,NA
MYL12B,4.80E-238,-0.784938133,0.199,0.628,1.56E-233,9.62E-237,232.8072957,236.0166501,NA,NA,DOWN,232.8072957,NA
MYL6,0,-1.19461053,0.667,0.952,0,0,Inf,Inf,NA,NA,DOWN,320,NA
MYL6B,6.86E-85,-0.337537406,0.236,0.512,2.23E-80,1.12E-84,79.65172227,83.94983066,NA,NA,NO,79.65172227,NA
MYLK,4.47E-34,-0.320442512,0.02,0.103,1.45E-29,5.04E-34,28.83732672,33.29744142,NA,NA,NO,28.83732672,NA
MZT2B,1.37E-50,-0.266755146,0.34,0.572,4.46E-46,1.65E-50,45.35046777,49.78278047,NA,NA,NO,45.35046777,NA
N4BP2L2,0.507422293,0.2626988,0.476,0.618,1,0.513070227,0,0.289823186,NA,NA,NO,0,NA
NAA20,7.22E-111,-0.350645208,0.109,0.381,2.35E-106,1.91E-110,105.6292957,109.7197294,NA,NA,NO,105.6292957,NA
NAA38,3.53E-139,-0.511794836,0.208,0.545,1.15E-134,1.47E-138,133.9401942,137.8330982,NA,NA,DOWN,133.9401942,NA
NACA,2.55E-128,-0.471508637,0.69,0.95,8.28E-124,8.94E-128,123.0820011,127.0488221,NA,NA,NO,123.0820011,NA
NAMPT,4.10E-139,-0.961473829,0.16,0.464,1.33E-134,1.70E-138,133.874918,137.7688672,NA,NA,DOWN,133.874918,NA
NAP1L1,3.81E-61,-0.311474641,0.539,0.83,1.24E-56,4.88E-61,55.90748292,60.31138391,NA,NA,NO,55.90748292,NA
NARS,9.68E-87,-0.287329882,0.174,0.44,3.15E-82,1.63E-86,81.50230723,85.78661406,NA,NA,NO,81.50230723,NA
NBDY,9.37E-110,-0.359932555,0.17,0.469,3.05E-105,2.40E-109,104.5163183,108.6198341,NA,NA,NO,104.5163183,NA
NCL,5.00E-123,-0.51960984,0.413,0.746,1.62E-118,1.63E-122,117.7893977,121.7877093,NA,NA,DOWN,117.7893977,NA
NDFIP1,8.84E-116,-0.446827821,0.21,0.523,2.87E-111,2.55E-115,110.5418421,114.5933992,NA,NA,NO,110.5418421,NA
NDRG1,2.76E-66,-0.744371735,0.067,0.233,8.98E-62,3.66E-66,61.04693147,65.43639839,NA,NA,DOWN,61.04693147,NA
NDRG2,5.31E-43,-0.320364126,0.102,0.246,1.73E-38,6.17E-43,37.76304103,42.20991577,NA,NA,NO,37.76304103,NA
NDUFA1,1.72E-126,-0.439743326,0.332,0.687,5.58E-122,5.87E-126,121.2533664,125.2315137,NA,NA,NO,121.2533664,NA
NDUFA11,8.48E-223,-0.718186205,0.343,0.756,2.75E-218,1.38E-221,217.5598832,220.860045,NA,NA,DOWN,217.5598832,NA
NDUFA12,1.96E-112,-0.397429076,0.254,0.583,6.36E-108,5.31E-112,107.1964501,111.2747631,NA,NA,NO,107.1964501,NA
NDUFA13,5.05E-159,-0.602571388,0.544,0.85,1.64E-154,3.19E-158,153.7852405,157.496259,NA,NA,DOWN,153.7852405,NA
NDUFA2,3.07E-135,-0.43465781,0.262,0.614,9.97E-131,1.20E-134,130.0013162,133.9215944,NA,NA,NO,130.0013162,NA
NDUFA3,5.05E-114,-0.421557875,0.3,0.632,1.64E-109,1.41E-113,108.7846575,112.8512041,NA,NA,NO,108.7846575,NA
NDUFA4,0,-1.079516168,0.638,0.936,0,0,Inf,Inf,NA,NA,DOWN,320,NA
NDUFA4L2,6.75E-40,-0.5106504,0.021,0.115,2.19E-35,7.74E-40,34.65885173,39.11124416,NA,NA,DOWN,34.65885173,NA
NDUFA5,4.08E-110,-0.394536429,0.226,0.541,1.33E-105,1.06E-109,104.8769197,108.9759015,NA,NA,NO,104.8769197,NA
NDUFA6,6.18E-166,-0.569998923,0.203,0.582,2.01E-161,4.17E-165,160.6968877,164.3799836,NA,NA,DOWN,160.6968877,NA
NDUFA7,6.67E-131,-0.436397634,0.22,0.558,2.17E-126,2.44E-130,125.663778,129.613495,NA,NA,NO,125.663778,NA
NDUFA8,1.53E-117,-0.387888407,0.158,0.457,4.96E-113,4.57E-117,112.3042675,116.3402992,NA,NA,NO,112.3042675,NA
NDUFAB1,1.81E-112,-0.427190554,0.256,0.574,5.87E-108,4.91E-112,107.2310726,111.3087022,NA,NA,NO,107.2310726,NA
NDUFAF3,6.53E-90,-0.328511375,0.233,0.523,2.12E-85,1.17E-89,84.67306093,88.93154315,NA,NA,NO,84.67306093,NA
NDUFB1,2.22E-117,-0.458345378,0.3,0.634,7.21E-113,6.60E-117,112.1418634,116.1801473,NA,NA,NO,112.1418634,NA
NDUFB10,6.50E-94,-0.362684005,0.306,0.614,2.11E-89,1.25E-93,88.67531876,92.9040527,NA,NA,NO,88.67531876,NA
NDUFB11,1.24E-97,-0.395325908,0.363,0.676,4.02E-93,2.55E-97,92.3955958,96.59317719,NA,NA,NO,92.3955958,NA
NDUFB2,6.32E-250,-0.837326726,0.454,0.83,2.05E-245,1.65E-248,244.687549,247.7819489,NA,NA,DOWN,244.687549,NA
NDUFB3,6.61E-114,-0.39764482,0.218,0.534,2.15E-109,1.83E-113,108.6680004,112.7366467,NA,NA,NO,108.6680004,NA
NDUFB4,1.70E-149,-0.528739031,0.356,0.723,5.52E-145,8.83E-149,144.2581949,148.0541889,NA,NA,DOWN,144.2581949,NA
NDUFB5,2.43E-141,-0.479629277,0.18,0.515,7.88E-137,1.06E-140,136.1032764,139.9758275,NA,NA,NO,136.1032764,NA
NDUFB6,7.42E-107,-0.369917537,0.205,0.508,2.41E-102,1.80E-106,101.6176936,105.7444042,NA,NA,NO,101.6176936,NA
NDUFB7,1.46E-174,-0.64176421,0.347,0.72,4.75E-170,1.14E-173,169.3234871,172.9427353,NA,NA,DOWN,169.3234871,NA
NDUFB8,1.75E-107,-0.39148725,0.279,0.61,5.70E-103,4.31E-107,102.244337,106.36553,NA,NA,NO,102.244337,NA
NDUFB9,2.79E-93,-0.393345501,0.361,0.676,9.05E-89,5.25E-93,88.0431712,92.27944822,NA,NA,NO,88.0431712,NA
NDUFC1,1.19E-117,-0.396604739,0.261,0.603,3.86E-113,3.56E-117,112.4138471,116.4491255,NA,NA,NO,112.4138471,NA
NDUFC2,4.02E-130,-0.517937733,0.432,0.771,1.31E-125,1.45E-129,124.8837498,128.839847,NA,NA,DOWN,124.8837498,NA
NDUFS3,8.70E-92,-0.293673215,0.147,0.408,2.83E-87,1.61E-91,86.54874158,90.7925472,NA,NA,NO,86.54874158,NA
NDUFS4,5.98E-122,-0.444997865,0.189,0.502,1.94E-117,1.91E-121,116.7116469,120.7188966,NA,NA,NO,116.7116469,NA
NDUFS5,1.02E-155,-0.551118781,0.51,0.855,3.32E-151,6.03E-155,150.4794742,154.219713,NA,NA,DOWN,150.4794742,NA
NDUFS6,5.89E-130,-0.523726087,0.297,0.631,1.91E-125,2.11E-129,124.718108,128.676011,NA,NA,DOWN,124.718108,NA
NDUFS7,5.46E-138,-0.48249848,0.179,0.511,1.78E-133,2.24E-137,132.7505221,136.6506905,NA,NA,NO,132.7505221,NA
NDUFS8,6.65E-119,-0.416150825,0.224,0.543,2.16E-114,2.02E-118,113.6655656,117.6940046,NA,NA,NO,113.6655656,NA
NDUFV1,1.42E-95,-0.305829657,0.113,0.363,4.61E-91,2.81E-95,90.33585342,94.55172359,NA,NA,NO,90.33585342,NA
NDUFV2,8.94E-155,-0.506943783,0.198,0.558,2.90E-150,5.16E-154,149.5368861,153.2874132,NA,NA,DOWN,149.5368861,NA
NEDD8,9.44E-201,-0.669520494,0.33,0.74,3.07E-196,1.15E-199,195.5132898,198.9404341,NA,NA,DOWN,195.5132898,NA
NEK6,2.01E-71,-0.268904749,0.05,0.225,6.52E-67,2.75E-71,66.18548587,70.56140116,NA,NA,NO,66.18548587,NA
NENF,1.01E-51,-0.273535003,0.198,0.394,3.28E-47,1.22E-51,46.48447238,50.91222791,NA,NA,NO,46.48447238,NA
NFIC,2.61E-108,-0.409678755,0.178,0.474,8.47E-104,6.53E-108,103.0720176,107.1850927,NA,NA,NO,103.0720176,NA
NFKBIA,7.81E-117,-0.774097304,0.18,0.461,2.54E-112,2.30E-116,111.5953982,115.63741,NA,NA,DOWN,111.5953982,NA
NGRN,2.56E-115,-0.379190186,0.183,0.49,8.32E-111,7.32E-115,110.0801084,114.1352817,NA,NA,NO,110.0801084,NA
NHP2,7.28E-129,-0.465802022,0.257,0.595,2.37E-124,2.57E-128,123.6258999,127.5900646,NA,NA,NO,123.6258999,NA
NIFK,1.95E-93,-0.318675538,0.129,0.382,6.35E-89,3.71E-93,88.19723262,92.43112995,NA,NA,NO,88.19723262,NA
NINJ1,1.85E-57,-0.306243031,0.055,0.203,6.01E-53,2.32E-57,52.22129769,56.63414035,NA,NA,NO,52.22129769,NA
NIPSNAP2,6.06E-116,-0.510893807,0.129,0.413,1.97E-111,1.75E-115,110.7058461,114.7559483,NA,NA,DOWN,110.7058461,NA
NMB,1.40E-90,-0.901408979,0.099,0.318,4.54E-86,2.53E-90,85.34306461,89.59746891,NA,NA,DOWN,85.34306461,NA
NME1,1.81E-120,-0.569184693,0.315,0.636,5.89E-116,5.65E-120,115.2298534,119.2482191,NA,NA,DOWN,115.2298534,NA
NME2,2.91E-184,-0.763055747,0.551,0.829,9.46E-180,2.72E-183,179.0239938,182.5660214,NA,NA,DOWN,179.0239938,NA
NME4,1.20E-90,-0.339678227,0.124,0.372,3.89E-86,2.17E-90,85.40953586,89.66302874,NA,NA,NO,85.40953586,NA
NNMT,1.27E-75,-0.742683707,0.067,0.25,4.13E-71,1.80E-75,70.383879,74.74402551,NA,NA,DOWN,70.383879,NA
NOL7,1.22E-101,-0.334470138,0.197,0.492,3.97E-97,2.70E-101,96.40117684,100.5692395,NA,NA,NO,96.40117684,NA
NOP10,3.26E-185,-0.616910003,0.247,0.646,1.06E-180,3.15E-184,179.974337,183.502046,NA,NA,DOWN,179.974337,NA
NOVA1,8.59E-28,0.747696354,0.639,0.65,2.79E-23,9.51E-28,22.55389198,27.02187251,NA,NA,UP,22.55389198,NA
NPC2,2.99E-173,-1.271347044,0.121,0.457,9.72E-169,2.31E-172,168.0124596,171.6356204,NA,NA,DOWN,168.0124596,NA
NPM1,1.71E-145,-0.62361985,0.502,0.835,5.57E-141,8.17E-145,140.2543785,144.087943,NA,NA,DOWN,140.2543785,NA
NRN1,6.23E-81,-0.875517579,0.074,0.272,2.02E-76,9.44E-81,75.69384357,80.02522323,NA,NA,DOWN,75.69384357,NA
NRP2,7.25E-52,-0.273717046,0.055,0.195,2.36E-47,8.82E-52,46.62774203,51.05458036,NA,NA,NO,46.62774203,NA
NRXN1,0.149009826,0.291352599,0.174,0.18,1,0.153181036,0,0.814794997,NA,NA,NO,0,NA
NSA2,4.97E-89,-0.279753363,0.208,0.489,1.62E-84,8.76E-89,83.79142908,88.05751109,NA,NA,NO,83.79142908,NA
NSG1,2.35E-52,-0.296009926,0.037,0.166,7.65E-48,2.87E-52,47.11650991,51.54181525,NA,NA,NO,47.11650991,NA
NSMCE1,6.73E-90,-0.281592857,0.124,0.37,2.19E-85,1.21E-89,84.66005518,88.91898815,NA,NA,NO,84.66005518,NA
NUCB2,1.08E-91,-0.324261637,0.093,0.325,3.51E-87,1.99E-91,86.45459689,90.70026443,NA,NA,NO,86.45459689,NA
NUCKS1,3.69E-145,-0.59023604,0.454,0.798,1.20E-140,1.74E-144,139.9213057,143.7584545,NA,NA,DOWN,139.9213057,NA
NUDC,3.37E-130,-0.42839941,0.195,0.527,1.09E-125,1.21E-129,124.9609139,128.9161053,NA,NA,NO,124.9609139,NA
NUDCD2,3.99E-91,-0.279378993,0.112,0.355,1.30E-86,7.29E-91,85.88734669,90.13717462,NA,NA,NO,85.88734669,NA
NUDT1,7.78E-90,-0.378554681,0.121,0.356,2.53E-85,1.39E-89,84.59684887,88.85668193,NA,NA,NO,84.59684887,NA
NUPR1,1.00E-94,-0.718914008,0.082,0.307,3.26E-90,1.95E-94,89.48733161,93.70913081,NA,NA,DOWN,89.48733161,NA
NUSAP1,2.37E-36,-0.515434239,0.061,0.166,7.69E-32,2.68E-36,31.11385883,35.57141467,NA,NA,DOWN,31.11385883,NA
OAZ1,0,-1.094994572,0.522,0.888,0,0,Inf,Inf,NA,NA,DOWN,320,NA
OAZ2,6.12E-96,-0.283582513,0.142,0.411,1.99E-91,1.22E-95,90.7015848,94.91496046,NA,NA,NO,90.7015848,NA
OCIAD1,3.47E-100,-0.335417177,0.248,0.561,1.13E-95,7.50E-100,94.94725053,99.12465324,NA,NA,NO,94.94725053,NA
OCIAD2,2.80E-133,-0.788714686,0.199,0.505,9.08E-129,1.06E-132,128.0416968,131.9745641,NA,NA,DOWN,128.0416968,NA
ODC1,4.85E-50,-0.267314185,0.139,0.309,1.58E-45,5.82E-50,44.80213241,49.23504914,NA,NA,NO,44.80213241,NA
OLA1,1.47E-106,-0.338856732,0.121,0.39,4.78E-102,3.56E-106,101.3203778,105.4483233,NA,NA,NO,101.3203778,NA
OLIG1,2.43E-08,0.377309732,0.303,0.269,0.000790234,2.59E-08,3.102244447,7.587418899,NA,NA,NO,3.102244447,NA
OST4,6.31E-187,-0.652080347,0.455,0.83,2.05E-182,6.22E-186,181.6882637,185.2061577,NA,NA,DOWN,181.6882637,NA
OSTC,1.15E-127,-0.438442503,0.178,0.495,3.75E-123,4.01E-127,122.4260059,126.3972182,NA,NA,NO,122.4260059,NA
P4HA1,4.10E-78,-0.29699592,0.066,0.261,1.33E-73,5.94E-78,72.87568507,77.22645276,NA,NA,NO,72.87568507,NA
P4HB,3.98E-101,-0.382990682,0.212,0.509,1.30E-96,8.71E-101,95.88768281,100.0601658,NA,NA,NO,95.88768281,NA
PA2G4,7.22E-143,-0.568125406,0.285,0.636,2.35E-138,3.23E-142,137.6294673,141.4909105,NA,NA,DOWN,137.6294673,NA
PAFAH1B3,6.07E-83,-0.351374939,0.174,0.421,1.97E-78,9.55E-83,77.70514478,82.02020734,NA,NA,NO,77.70514478,NA
PAIP1,4.76E-83,-0.268156882,0.109,0.338,1.55E-78,7.50E-83,77.810839,82.12471226,NA,NA,NO,77.810839,NA
PAIP2,4.24E-124,-0.420768236,0.214,0.545,1.38E-119,1.40E-123,118.8611121,122.8528057,NA,NA,NO,118.8611121,NA
