NAME	TITLE	SCORE	
AC131210.1	na	5.0	
AC026316.3	na	5.0	
PEX5L	na	5.0	
TACR3	na	5.0	
AC026746.1	na	5.0	
AC008505.1	na	5.0	
AC137770.1	na	5.0	
AC008571.2	na	5.0	
AL122034.1	na	5.0	
PACRG-AS1	na	5.0	
LGI3	na	5.0	
SFTPC	na	5.0	
AC104417.2	na	5.0	
ANKRD18A	na	5.0	
ADARB2-AS1	na	5.0	
LDB3	na	5.0	
AC109635.7	na	5.0	
AP001360.1	na	5.0	
LINC00940	na	5.0	
LINC02394	na	5.0	
LMLN2	na	5.0	
AL583722.1	na	5.0	
AC090164.2	na	5.0	
SEC14L5	na	5.0	
CHP2	na	5.0	
LINC02128	na	5.0	
AC137494.1	na	5.0	
AC009102.1	na	5.0	
AC092125.2	na	5.0	
TMEM235	na	5.0	
HPN	na	5.0	
HPN-AS1	na	5.0	
GJB1	na	5.0	
AC064829.1	na	5.0	
METTL21C	na	5.0	
CLDN11	na	4.999301	
AC093330.3	na	4.9953475	
AP000755.2	na	4.9941	
LINC01608	na	4.987644	
CALN1	na	4.986448	
TMEM151A	na	4.980342	
JAKMIP3	na	4.9788847	
AC108721.2	na	4.977511	
SLC24A2	na	4.970483	
DNAH17-AS1	na	4.9608107	
NTM-AS1	na	4.9601145	
LINC00323	na	4.958924	
CAPN3	na	4.957926	
PPP2R2C	na	4.956625	
NPFFR1	na	4.9536953	
ADAM29	na	4.94593	
PCSK6	na	4.939704	
AC023983.2	na	4.93012	
AK5	na	4.929089	
HCN2	na	4.919104	
LHPP	na	4.9121103	
ANO4	na	4.909317	
SMIM6	na	4.9065366	
PRR18	na	4.895194	
HHIP	na	4.8939304	
LCNL1	na	4.8935046	
AC021660.4	na	4.8926644	
TAFA4	na	4.885969	
PLEKHH1	na	4.882887	
LRP2	na	4.872072	
TMEM88B	na	4.86964	
AC008080.4	na	4.8669043	
SYT9	na	4.866732	
GREM1	na	4.8665247	
NKAIN2	na	4.858887	
ERMN	na	4.8580737	
AL049870.3	na	4.8577223	
FAM131C	na	4.8535795	
AL359313.1	na	4.850598	
NIPAL4	na	4.846481	
KRT83	na	4.8388615	
MAL	na	4.8374686	
TRPV5	na	4.837394	
TF	na	4.8357596	
AC096675.1	na	4.833319	
PLCH2	na	4.8313193	
AC103563.9	na	4.826728	
SH3GL3	na	4.826312	
MOBP	na	4.8204365	
HSD17B3	na	4.816361	
AP001554.1	na	4.8033977	
AC104423.1	na	4.800236	
AP002833.1	na	4.798878	
ABCA2	na	4.793248	
AC106045.1	na	4.7872543	
LINC02473	na	4.7863564	
AC015845.1	na	4.785425	
KIF6	na	4.785145	
AC009269.4	na	4.7842264	
MYRF	na	4.7817698	
AC010336.2	na	4.778898	
CNTN2	na	4.7674103	
SLC7A14-AS1	na	4.766714	
AC009562.1	na	4.76489	
ADARB2	na	4.764533	
SLC7A14	na	4.7604647	
LINC00320	na	4.7596493	
CNTNAP4	na	4.756378	
SGK2	na	4.7547736	
AL023284.4	na	4.7450676	
AC005153.1	na	4.7417684	
TMCC2	na	4.739976	
SHISA2	na	4.739866	
AC115282.1	na	4.7309494	
SLC22A15	na	4.729839	
SRCIN1	na	4.724656	
SEPTIN12	na	4.721625	
AL445985.1	na	4.7158	
HAPLN2	na	4.71172	
AL033523.1	na	4.707308	
ASPA	na	4.701848	
USH1C	na	4.696557	
TMEM144	na	4.696314	
TTLL7-IT1	na	4.689066	
LINC01447	na	4.6862626	
DCTN1-AS1	na	4.682204	
AP000941.1	na	4.675172	
LINC01254	na	4.6735497	
DNAH17	na	4.671078	
ST18	na	4.666589	
FGFR2	na	4.657307	
AP000357.2	na	4.656915	
OTUD7A	na	4.6568117	
SPAG6	na	4.655462	
ENPP2	na	4.647158	
S1PR5	na	4.6453066	
UCON12	na	4.6431646	
PICSAR	na	4.6391673	
KLHL32	na	4.6280212	
LINC02683	na	4.6162767	
NIPAL3	na	4.615768	
CNTF	na	4.615606	
TMEM229A	na	4.6104174	
S100A1	na	4.608467	
MRAP	na	4.607899	
LINC02014	na	4.6010127	
LINC00486	na	4.6003213	
AL133244.2	na	4.596262	
CFTR	na	4.57992	
SOWAHA	na	4.579256	
AC104982.2	na	4.578212	
PACRG-AS3	na	4.5726514	
AC009063.2	na	4.564523	
EDIL3	na	4.5623407	
PIP4K2A	na	4.5621257	
THEMIS	na	4.5511785	
PLP1	na	4.5422993	
AL136528.2	na	4.5386467	
AC114485.1	na	4.5386467	
PPIAL4H	na	4.5386467	
AL354714.1	na	4.5386467	
OR2AK2	na	4.5386467	
OR2L5	na	4.5386467	
AC097517.1	na	4.5386467	
AC011247.1	na	4.5386467	
AC068616.3	na	4.5386467	
AC068483.1	na	4.5386467	
AC023787.1	na	4.5386467	
HHATL-AS1	na	4.5386467	
AC006059.4	na	4.5386467	
AC115284.3	na	4.5386467	
AC112219.1	na	4.5386467	
AC092574.2	na	4.5386467	
AC097521.1	na	4.5386467	
LINC02218	na	4.5386467	
AC026726.2	na	4.5386467	
AC008679.1	na	4.5386467	
AC011389.2	na	4.5386467	
AL031767.1	na	4.5386467	
AL031767.2	na	4.5386467	
AL050331.2	na	4.5386467	
AC079760.1	na	4.5386467	
LNCPRESS1	na	4.5386467	
AC244472.1	na	4.5386467	
AC021915.2	na	4.5386467	
AC104232.1	na	4.5386467	
AC087439.1	na	4.5386467	
AP003469.2	na	4.5386467	
AF235103.1	na	4.5386467	
ACTL7A	na	4.5386467	
AC068707.1	na	4.5386467	
LINC02715	na	4.5386467	
KIRREL3-AS3	na	4.5386467	
AC009511.1	na	4.5386467	
AC121757.1	na	4.5386467	
LINC00351	na	4.5386467	
BX072579.2	na	4.5386467	
TRAV25	na	4.5386467	
AL356807.1	na	4.5386467	
AC011196.1	na	4.5386467	
AC020779.2	na	4.5386467	
AC123784.1	na	4.5386467	
AC116903.1	na	4.5386467	
AC120498.1	na	4.5386467	
AC137761.1	na	4.5386467	
AC010528.1	na	4.5386467	
AP005131.2	na	4.5386467	
AC005387.1	na	4.5386467	
LINC01766	na	4.5386467	
IGFL1	na	4.5386467	
PRNT	na	4.5386467	
AL121832.1	na	4.5386467	
C21orf91-OT1	na	4.5386467	
KRTAP10-11	na	4.5386467	
Z82196.2	na	4.5386467	
RTL4	na	4.5386467	
TSPY4	na	4.5386467	
FAM197Y7	na	4.5386467	
AL354714.3	na	4.5386467	
OR2L8	na	4.5386467	
AC019159.2	na	4.5386467	
HOXD12	na	4.5386467	
AC106895.2	na	4.5386467	
MLIP-AS1	na	4.5386467	
MUC15	na	4.5386467	
AL445989.1	na	4.5386467	
SLC10A2	na	4.5386467	
AL138479.2	na	4.5386467	
AC104002.3	na	4.5386467	
MYH13	na	4.5386467	
LINC00163	na	4.5386467	
FTCD-AS1	na	4.5386467	
AC061961.1	na	4.5384927	
FA2H	na	4.534963	
TPRN	na	4.5294323	
AC017028.2	na	4.527444	
MER83B	na	4.519205	
AMER2	na	4.50853	
KIRREL3	na	4.493804	
HS3ST5	na	4.488006	
AC097369.2	na	4.4853983	
SLC45A3	na	4.4823527	
OPCML-IT1	na	4.480813	
PTGDS	na	4.4764166	
RAD21L1	na	4.4740252	
HDAC11	na	4.4730887	
AC129492.4	na	4.4714046	
CHADL	na	4.4678683	
HAS1	na	4.466695	
NXPE3	na	4.4651504	
ABHD12B	na	4.4494796	
AC135893.1	na	4.4474344	
LINC01549	na	4.446017	
AC135507.1	na	4.4397936	
NECAB1	na	4.43318	
AC016597.1	na	4.427516	
LINC00463	na	4.422304	
MAGEB10	na	4.4191046	
AL391840.1	na	4.4183097	
AL359091.1	na	4.417138	
AP006248.6	na	4.411292	
LINC01053	na	4.4085526	
RAB40B	na	4.405434	
Z92544.1	na	4.4045367	
PACS2	na	4.4034047	
AC024597.1	na	4.398249	
MC5R	na	4.393692	
ACP7	na	4.3879037	
DNAJC6	na	4.371022	
AL356804.1	na	4.3563476	
AL590009.1	na	4.352271	
AP006295.1	na	4.3505936	
AC134312.5	na	4.3430076	
LANCL1	na	4.3377175	
U52112.1	na	4.3369484	
BCAS1	na	4.3365755	
LRRC63	na	4.3311157	
MAP7	na	4.3260684	
AC006059.1	na	4.3193355	
AC009704.3	na	4.312891	
ADCY5	na	4.307775	
FOLH1	na	4.3003387	
UCON99	na	4.2948933	
HCRTR2	na	4.294573	
TUBB4A	na	4.288602	
CLCN4	na	4.2884836	
MAP6D1	na	4.286037	
HCCAT5	na	4.2849092	
MLT1G3-int	na	4.2827287	
CDK18	na	4.277919	
KCNK1	na	4.2728624	
AATK	na	4.264179	
AC005410.2	na	4.258259	
ADAP1	na	4.257962	
CRHBP	na	4.252879	
RBP7	na	4.2410965	
SLC8A2	na	4.2397914	
GLP1R	na	4.2391624	
SLC48A1	na	4.2385125	
AL391832.4	na	4.2287087	
AC082651.1	na	4.224431	
LINC01630	na	4.2227974	
MFSD6	na	4.220616	
LINC00706	na	4.2152214	
CDKN1C	na	4.2142158	
AC099518.2	na	4.2128687	
AC100801.1	na	4.2099137	
C10orf90	na	4.209176	
AL136114.1	na	4.2007117	
SH3TC2	na	4.199844	
AC117395.1	na	4.199085	
MVB12B	na	4.1884565	
AL158211.4	na	4.187363	
SPEM1	na	4.180809	
REPS2	na	4.16825	
C5orf64	na	4.1663647	
LINC01170	na	4.161564	
DLG2	na	4.15626	
AL132857.1	na	4.155837	
HOXD1	na	4.1519575	
CPOX	na	4.1511035	
ENPP6	na	4.1490912	
AC096564.2	na	4.147714	
AC004690.2	na	4.1417994	
PLCL1	na	4.1328187	
AL049779.4	na	4.129163	
TMEM63A	na	4.1282043	
LTR22C2	na	4.122609	
AL513190.1	na	4.1225066	
PLEKHG3	na	4.111034	
AL359233.1	na	4.110313	
AL161714.1	na	4.098273	
PRKCQ	na	4.0964155	
AC105941.1	na	4.0913763	
AC110285.1	na	4.0837474	
TMTC4	na	4.0819345	
CES4A	na	4.0815787	
CPEB1	na	4.0813274	
MER31B	na	4.0806165	
ANKS1B	na	4.0742702	
PPP1R16B	na	4.0681696	
BOK	na	4.066657	
MYH14	na	4.0659995	
EHF	na	4.0644135	
ZDHHC11B	na	4.06434	
AC010503.2	na	4.0626845	
MTMR7	na	4.061473	
CPEB1-AS1	na	4.060536	
EPN2-AS1	na	4.0560327	
INSYN2B	na	4.0554233	
TMEM246-AS1	na	4.05501	
LINC01346	na	4.051466	
MYOT	na	4.049929	
AL354809.1	na	4.045442	
AL390955.2	na	4.04442	
SRL	na	4.042569	
SH3TC2-DT	na	4.040766	
ACVR1C	na	4.0388823	
LINC02263	na	4.0356812	
STRN	na	4.035271	
SV2B	na	4.033977	
CFAP97D1	na	4.0317945	
KCTD4	na	4.030872	
AC006538.3	na	4.030234	
AC004466.1	na	4.024623	
SYNJ2	na	4.0214753	
ZNF536	na	4.020112	
AL139330.1	na	4.0166216	
AC132872.5	na	4.0164213	
GLRA3	na	4.0151787	
GPD1	na	4.00634	
AC009623.1	na	3.9985435	
LTR10B1	na	3.9893682	
GIPR	na	3.9863074	
ATP8A1	na	3.9769483	
AL121759.2	na	3.9734557	
FFAR1	na	3.9696496	
UNC5C	na	3.964593	
NKPD1	na	3.9645715	
AC096564.1	na	3.9642248	
AC018647.1	na	3.9589708	
AC026471.3	na	3.956293	
AC027130.1	na	3.9558043	
DIP2B	na	3.9532776	
C11orf52	na	3.952422	
AL031651.2	na	3.9452899	
LINC01201	na	3.9444218	
AL033539.2	na	3.9442034	
LTR33A	na	3.9427323	
ROGDI	na	3.9418623	
ITPK1	na	3.9379225	
SLC6A15	na	3.932655	
CERCAM	na	3.9316216	
AF106564.1	na	3.927159	
CDKL2	na	3.9249282	
LARP6	na	3.9246135	
SEMA3C	na	3.9224367	
HAGLR	na	3.9192646	
DBNDD2	na	3.919196	
SNX30	na	3.9159112	
AC048382.1	na	3.9137979	
AC009312.1	na	3.9095123	
KIAA1755	na	3.9053981	
SPANXA2-OT1	na	3.9006648	
SH3RF3-AS1	na	3.9000087	
ZNF365	na	3.8985183	
AL512308.1	na	3.896786	
PRKCQ-AS1	na	3.8956537	
FTCD	na	3.8882241	
MEGF10	na	3.8871064	
ZDHHC20	na	3.8857112	
ASB4	na	3.8766692	
APLP1	na	3.8707654	
AC008655.1	na	3.8652012	
NOX5	na	3.8593943	
FUT8	na	3.856304	
Z94160.1	na	3.855006	
CYP4F26P	na	3.8526034	
QDPR	na	3.846354	
IPO13	na	3.8431427	
SEMA3B	na	3.8356373	
SLC35F3	na	3.835441	
DMBT1	na	3.8327181	
CMTM5	na	3.831492	
OR2L2	na	3.8305383	
PWRN1	na	3.8277602	
AL358473.1	na	3.825805	
MER126	na	3.821733	
AC121333.1	na	3.8170872	
PSEN1	na	3.8151762	
LTR108d-Mam	na	3.8129978	
AL035425.1	na	3.8123112	
AL590666.2	na	3.8114715	
LINC02613	na	3.8102074	
CLDN9	na	3.8092632	
HNF1B	na	3.8092525	
CNNM3-DT	na	3.8064942	
LINC02610	na	3.8058758	
EXD1	na	3.805527	
LINC00639	na	3.8044193	
AL162511.1	na	3.7980294	
IKZF5	na	3.7929187	
ARHGAP23	na	3.7911847	
ZDHHC11	na	3.7844658	
YEATS2-AS1	na	3.7837234	
AL596244.1	na	3.7815468	
AC007608.2	na	3.7778518	
KLK10	na	3.7776392	
CNP	na	3.7768433	
MAN2A2	na	3.7685673	
ABTB2	na	3.7670252	
CDRT15	na	3.7632413	
FAM178B	na	3.7601843	
BTBD16	na	3.759119	
CDH18	na	3.758048	
PDE11A	na	3.757118	
AC091180.2	na	3.7561553	
MBP	na	3.754921	
AL589669.1	na	3.748583	
RNF220	na	3.7477372	
AC117435.1	na	3.7454412	
TSPAN19	na	3.739481	
KCNJ9	na	3.7394223	
PLPP2	na	3.7387714	
SH3GLB2	na	3.7385445	
AC024132.3	na	3.7367346	
CDH19	na	3.7340589	
AC006148.1	na	3.7334225	
DOHH	na	3.730454	
PDZD7	na	3.7303367	
ASPRV1	na	3.729034	
C1orf198	na	3.72065	
PXK	na	3.7202404	
FAAH	na	3.719441	
AC016590.4	na	3.7188594	
AC012511.1	na	3.7186785	
PAX1	na	3.7146084	
AC073648.7	na	3.7128708	
LINC01416	na	3.7043931	
CARD14	na	3.7023833	
UGT8	na	3.701833	
KCNMB4	na	3.6998672	
AL021707.8	na	3.69933	
ABHD17B	na	3.6972506	
BEST1	na	3.6961148	
GNAI1	na	3.6928873	
LINC01299	na	3.6824484	
OR7A5	na	3.681963	
FAM107B	na	3.6817794	
AL392023.2	na	3.6675458	
MTMR10	na	3.6630301	
AC092596.1	na	3.6547039	
AL121908.1	na	3.6538873	
ALKAL2	na	3.6538677	
RBM11	na	3.6511123	
NIPA1	na	3.650837	
BPIFB2	na	3.6503932	
CLDND1	na	3.650108	
FAM124A	na	3.647745	
GAL3ST1	na	3.6420717	
AC073957.3	na	3.642027	
LTR52	na	3.6369107	
IDI2-AS1	na	3.6362584	
PDE1C	na	3.6357186	
LINC01445	na	3.6312492	
Charlie30a	na	3.6308773	
TULP4	na	3.629206	
SEPTIN8	na	3.621387	
AC044839.1	na	3.62117	
ATP1B1	na	3.6171713	
NRXN3	na	3.613297	
OSBPL1A	na	3.610273	
ERBB3	na	3.6088269	
IP6K3	na	3.6084154	
FN3K	na	3.6054733	
LINC01260	na	3.6038063	
PLAC8L1	na	3.5987155	
ALAD	na	3.5982728	
AC133644.2	na	3.5979044	
CYB5R2	na	3.5976896	
LINC02343	na	3.5954607	
SIRT2	na	3.5928032	
ALOX15	na	3.592415	
AC018558.2	na	3.5894952	
SAR	na	3.5878632	
HSPB3	na	3.5874798	
AC105383.1	na	3.5832107	
KCNK15-AS1	na	3.5829992	
LINC01992	na	3.5823188	
SPOCK3	na	3.5802214	
NALCN	na	3.57987	
CTNNA3	na	3.575495	
MAPK8IP3	na	3.575067	
C21orf91	na	3.5582426	
APBB1	na	3.555869	
FAM102A	na	3.549357	
SECISBP2L	na	3.5460448	
NRIP2	na	3.5399318	
AC090877.2	na	3.5352764	
AFMID	na	3.535165	
ULK2	na	3.5325947	
MYO1D	na	3.5324154	
DYNC1I1	na	3.5312436	
AC069200.1	na	3.5293062	
AL365434.2	na	3.5240963	
PLD1	na	3.5233743	
TMTC2	na	3.5197563	
SERPINI1	na	3.5181155	
AC003659.1	na	3.51528	
HSPA2	na	3.5148602	
AC009126.1	na	3.5095153	
DEFB124	na	3.505088	
ZFYVE16	na	3.5040011	
ANKRD65	na	3.5038567	
HDAC2-AS2	na	3.5028408	
CPS1	na	3.5028255	
MPPED1	na	3.4953175	
MID1IP1	na	3.4929972	
AC068931.1	na	3.489409	
LLGL1	na	3.4875062	
TLCD4	na	3.4862602	
AC083809.1	na	3.485923	
FNTB	na	3.4854393	
SBF1	na	3.4853914	
LINC02177	na	3.4846556	
ANXA13	na	3.4841304	
REG4	na	3.4820333	
LINC01482	na	3.4816673	
FAM171A1	na	3.479478	
AL138689.2	na	3.4777274	
DTX4	na	3.477205	
FCHO1	na	3.4752524	
DOCK5	na	3.4735005	
SILC1	na	3.4725337	
CPXM2	na	3.471721	
NFASC	na	3.4700172	
AC097382.2	na	3.468203	
ERVL47-int	na	3.4645605	
AC002465.2	na	3.4644835	
PKD1L1	na	3.4640124	
TRAM1L1	na	3.4632118	
GDF10	na	3.45955	
ADO	na	3.457399	
AF241728.2	na	3.455348	
AC004528.1	na	3.435849	
PRCD	na	3.4355147	
RGR	na	3.434656	
AL139424.2	na	3.434382	
LINC02393	na	3.4332557	
AC007126.1	na	3.4308348	
AL133445.3	na	3.4285111	
GNAO1	na	3.426628	
SAMD3	na	3.4254096	
TMC7	na	3.4216428	
AC104758.4	na	3.4212785	
FAHD2B	na	3.4199767	
LMF1-AS1	na	3.4187095	
AL353764.1	na	3.4175897	
AL513122.2	na	3.4127076	
SLC44A1	na	3.4123287	
ADRA2B	na	3.4113865	
NACAD	na	3.4103684	
TJAP1	na	3.406083	
Z93930.3	na	3.4052122	
PRIMA1	na	3.4043546	
SGCD	na	3.401568	
USP31	na	3.3994765	
C1QTNF8	na	3.3994524	
AC009093.1	na	3.396104	
ANK3	na	3.3951743	
FETUB	na	3.394349	
FMNL2	na	3.3898602	
LINC00957	na	3.382456	
SLAIN1	na	3.3813517	
NEUROD2	na	3.3809245	
C19orf67	na	3.3798249	
CNGB1	na	3.3782012	
B3GAT1	na	3.3770995	
AL022322.1	na	3.3750858	
EDAR	na	3.3732824	
ARHGAP5-AS1	na	3.3723247	
MAPK8IP1	na	3.3713155	
TLL2	na	3.3672233	
RHOU	na	3.3664522	
SIK3	na	3.3657753	
ZNF683	na	3.3653479	
AL807776.1	na	3.3652768	
ZNF488	na	3.364931	
ANLN	na	3.3607635	
LRRC8D	na	3.3585126	
MamRep488	na	3.357935	
KCNJ10	na	3.3554237	
AC022778.1	na	3.3402038	
LINC01135	na	3.3350103	
AF186192.1	na	3.3309834	
AC097634.3	na	3.3276432	
ZCCHC24	na	3.3260984	
MRVI1-AS1	na	3.321998	
AC016571.1	na	3.3213193	
AC116456.1	na	3.3181965	
AC027544.2	na	3.3178985	
KCTD8	na	3.3005888	
FAIM2	na	3.300561	
KLHL1	na	3.2999945	
DLG1	na	3.2967842	
GABRP	na	3.2959661	
AL590822.2	na	3.295964	
AL365205.4	na	3.2954066	
RAPGEF5	na	3.292216	
SEMA4D	na	3.2886946	
COX7B2	na	3.2883887	
FUT8-AS1	na	3.2882497	
AC130456.5	na	3.287605	
AL121929.3	na	3.286149	
LGI4	na	3.2845857	
NGFR	na	3.2766113	
SP7	na	3.26939	
LRRC8C-DT	na	3.2677436	
CAPN9	na	3.266927	
BRSK1	na	3.2640312	
RXRG	na	3.255534	
NINJ2	na	3.2538362	
ACKR2	na	3.2520635	
DAPL1	na	3.2493784	
MOB3B	na	3.2492468	
SUN2	na	3.2463398	
ELOVL1	na	3.2458718	
KIAA0930	na	3.2433581	
TARSL2	na	3.241955	
RNF144A	na	3.2380857	
AC090116.1	na	3.2378879	
AC009152.6	na	3.2371585	
ARL8A	na	3.2366202	
MAPRE2	na	3.2345407	
FAM53B	na	3.2326977	
AC008945.2	na	3.2317395	
AP000688.2	na	3.2307048	
WNT2	na	3.2271652	
PAQR8	na	3.2216473	
LINC01763	na	3.2211192	
THBS2	na	3.2199812	
AC092068.2	na	3.2183354	
EFHD1	na	3.2182906	
COL10A1	na	3.2133057	
TRPM1	na	3.2078807	
PRR26	na	3.206174	
LINC01583	na	3.2061517	
PAIP2B	na	3.2059562	
CPB2-AS1	na	3.205839	
RPS6KA5	na	3.2052572	
GREB1L	na	3.2016344	
AL133304.3	na	3.1951027	
PLEKHB1	na	3.1929026	
PLA2G4C	na	3.1914847	
FP236315.1	na	3.1897123	
GLTP	na	3.1874225	
HIPK2	na	3.184964	
AC122697.1	na	3.1772387	
KCTD2	na	3.1744626	
TFEB	na	3.1723142	
RAB33A	na	3.1721597	
TYRO3	na	3.1695485	
HHIP-AS1	na	3.1670632	
PTPRD	na	3.1665766	
DNM3-IT1	na	3.1659117	
DOCK3	na	3.164817	
ATG13	na	3.1621683	
FGF22	na	3.1617987	
POPDC3	na	3.1611884	
LRRC1	na	3.1608915	
DAPK2	na	3.1572905	
LIPE	na	3.1572227	
GNG13	na	3.1558242	
AL512422.1	na	3.1542935	
ENOX1	na	3.1528416	
PACC1	na	3.152351	
FGF17	na	3.1511996	
SLC27A6	na	3.1498342	
AP000936.1	na	3.1495657	
SEMA3B-AS1	na	3.143823	
DUOX2	na	3.142885	
LDLRAP1	na	3.1425714	
RELN	na	3.1408508	
LINC01833	na	3.1394708	
CPB1	na	3.1284723	
AL035661.2	na	3.1267772	
KRT81	na	3.1263983	
AC106881.1	na	3.1249824	
PPFIA2	na	3.1247296	
MPP2	na	3.1235523	
PRKCZ	na	3.123065	
AC106791.1	na	3.1193826	
PHACTR3	na	3.118271	
CLASP2	na	3.1142786	
AC092718.2	na	3.110645	
AC110285.5	na	3.110257	
LINC02073	na	3.1081398	
BMP8A	na	3.1062863	
LINC00457	na	3.1060855	
AC010478.1	na	3.1020544	
LINC01412	na	3.1007426	
AMBRA1	na	3.0974703	
PLEKHM3	na	3.0963647	
GPR17	na	3.0937932	
LINC02487	na	3.0924134	
AC027796.1	na	3.0891926	
DSCAML1	na	3.0847816	
AC108066.2	na	3.083571	
SLC22A6	na	3.0803409	
AL359711.2	na	3.0771484	
USP54	na	3.0734317	
MTURN	na	3.0724437	
IGSF8	na	3.0701926	
AP000547.3	na	3.0694	
AC092114.1	na	3.067221	
FRMD5	na	3.0663521	
SELENOP	na	3.0652502	
PPP2R3A	na	3.0648108	
PER3	na	3.0646772	
LPGAT1	na	3.0628517	
KLHL33	na	3.062747	
ARFGEF3	na	3.0597234	
SOX10	na	3.0591936	
PLA2G6	na	3.0565763	
RASA3-IT1	na	3.0547612	
LINC00844	na	3.0543284	
AC010884.1	na	3.0511346	
PDE6B	na	3.0498812	
EVI5L	na	3.0496328	
NRTN	na	3.0463026	
TRPM6	na	3.0439494	
HR	na	3.0369072	
LINC02022	na	3.034693	
AL023882.1	na	3.0338476	
PPP1R3E	na	3.0333555	
MAST3	na	3.0312061	
AC017048.2	na	3.0296466	
DIP2C	na	3.0295324	
SLC13A3	na	3.0292823	
AC010503.1	na	3.0267942	
RAB11FIP4	na	3.0266283	
SEPTIN4	na	3.0256398	
ATP10B	na	3.0231316	
AC024588.1	na	3.0207675	
AL591895.1	na	3.01962	
AC023283.1	na	3.0168154	
AC008060.4	na	3.016625	
LINC00906	na	3.0153	
AC010327.8	na	3.0111527	
DDX4	na	3.0106354	
CLUL1	na	3.0103023	
AC069209.1	na	3.0062056	
FAM222A	na	3.0056162	
TRPV3	na	3.0052376	
ICK	na	3.0037198	
AC010359.3	na	3.0014944	
AC096669.1	na	2.9962986	
TMEFF1	na	2.9889257	
ENPP4	na	2.9862566	
AC093159.1	na	2.9860084	
PLXNB1	na	2.9842207	
CDK19	na	2.9836965	
MBNL2	na	2.9826422	
AC010207.1	na	2.980935	
TTLL7	na	2.9807577	
MAP7D1	na	2.98016	
INF2	na	2.9778354	
AC237221.1	na	2.9744866	
AC092068.3	na	2.9704504	
FXYD3	na	2.9628477	
AC007036.2	na	2.9607642	
NRN1L	na	2.9577029	
FOXN2	na	2.955829	
NEUROD6	na	2.9538321	
TST	na	2.9521859	
LINC00609	na	2.9505978	
GARNL3	na	2.9493413	
TRIM2	na	2.949338	
AC011474.1	na	2.9452517	
