NAME	TITLE	SCORE	
RPA2	na	2.9923193	
AC002116.2	na	2.9910817	
XRCC3	na	2.9904864	
ROPN1B	na	2.9879894	
RRM1	na	2.987896	
E2F7	na	2.9853423	
AC130324.3	na	2.9828348	
AC034187.1	na	2.979877	
AC079466.1	na	2.977783	
AL591463.1	na	2.9771438	
AC073840.1	na	2.9767725	
MSH2	na	2.9763196	
AUNIP	na	2.9708943	
AC055822.1	na	2.97077	
CLEC2L	na	2.9694734	
POLE	na	2.9653368	
AC008991.1	na	2.9610484	
AC084277.1	na	2.9541147	
CRYGC	na	2.9541109	
TMEM190	na	2.9521148	
AC023355.1	na	2.9433117	
CLN6	na	2.9394028	
IL23R	na	2.9380102	
AL356747.1	na	2.9365335	
AC090912.3	na	2.934036	
MYBL2	na	2.9258096	
MAGEA1	na	2.9139147	
AC010096.1	na	2.9117618	
DCTPP1	na	2.9063973	
C19orf57	na	2.905014	
SHISAL2B	na	2.9044726	
AC012325.1	na	2.9019248	
PLA2G3	na	2.8975415	
GLB1L2	na	2.8880956	
TSPEAR-AS1	na	2.8842254	
AL049840.3	na	2.880003	
AC008780.1	na	2.879157	
CABLES2	na	2.8773768	
CDK2	na	2.8771443	
GP2	na	2.8724446	
RPA1	na	2.8684592	
FIGNL1	na	2.8666768	
RFC5	na	2.8649435	
AL121899.1	na	2.8646317	
AC010542.4	na	2.861791	
AL132639.3	na	2.8617346	
PCLAF	na	2.8603082	
PKMYT1	na	2.8587422	
CAMK2N2	na	2.8552003	
AC007100.2	na	2.8527012	
RBL1	na	2.8503208	
AL035461.2	na	2.844909	
ASB16-AS1	na	2.8445437	
HPDL	na	2.8413455	
LINP1	na	2.838351	
AC051619.11	na	2.8377485	
NUP85	na	2.8329	
LRFN5	na	2.8315613	
AC010092.1	na	2.8310437	
ATAD5	na	2.8289292	
CTPS1	na	2.8252664	
DMC1	na	2.824605	
TBL1XR1-AS1	na	2.8230214	
KLHL40	na	2.8207326	
RECQL4	na	2.8174772	
TK1	na	2.814186	
HIST1H1A	na	2.8108544	
CAD	na	2.8062146	
AL391987.2	na	2.8042758	
SKP2	na	2.8037248	
TRHDE-AS1	na	2.8023322	
AC008750.5	na	2.79562	
AL354811.1	na	2.794667	
PRIM1	na	2.7903013	
RTBDN	na	2.7865577	
LINC00333	na	2.7827754	
FP236241.1	na	2.7797668	
AC012050.1	na	2.7783062	
NT5M	na	2.7766664	
CHEK1	na	2.7728777	
RRM2	na	2.7724216	
SERTAD4	na	2.772383	
AC120114.1	na	2.7690983	
CBSL	na	2.748788	
DNAJC9	na	2.7457867	
RNASEH2A	na	2.7379758	
TIPIN	na	2.7359443	
HIST1H1E	na	2.7333007	
HIST1H4D	na	2.7330122	
AC010536.3	na	2.7284858	
SLC7A3	na	2.7277508	
EVPLL	na	2.7273228	
ZMYND19	na	2.7242522	
KRT5	na	2.7222285	
XRCC2	na	2.7203226	
E2F8	na	2.7198913	
GMNN	na	2.7180688	
TTI1	na	2.7120368	
PHOX2B	na	2.7088027	
C22orf15	na	2.7083693	
TMEM215	na	2.708301	
AC006115.2	na	2.7082496	
KCNG3	na	2.7082403	
C19orf48	na	2.7053504	
HIST1H1B	na	2.6992958	
SDC1	na	2.6988335	
RMI1	na	2.697693	
ANKLE1	na	2.693297	
YEATS4	na	2.6922054	
NUP62CL	na	2.68885	
HIST1H1D	na	2.6867003	
BEGAIN	na	2.6861334	
UBR7	na	2.6857548	
AKAP5	na	2.6852994	
AC106820.2	na	2.6845176	
ITPRIPL1	na	2.6828144	
XYLB	na	2.6807976	
AL034348.1	na	2.676791	
WDR90	na	2.6766348	
TAFA3	na	2.6720111	
ELOVL3	na	2.671646	
MTHFD1	na	2.6716104	
THEM6	na	2.6714838	
DNMT1	na	2.6714416	
SCN5A	na	2.6699638	
PPP1R3A	na	2.668356	
HCN3	na	2.666683	
FCRL4	na	2.6663718	
TMEM106C	na	2.6630054	
FAM161A	na	2.6622388	
AL662890.1	na	2.6620722	
CENPQ	na	2.6546822	
ARMC4	na	2.6537127	
AC004943.2	na	2.6526852	
HIST1H2AH	na	2.646353	
GALNT12	na	2.6439307	
FANCB	na	2.6431458	
AC004921.2	na	2.6415257	
NPAT	na	2.641173	
PASK	na	2.6406875	
AP002495.1	na	2.6389153	
TEX15	na	2.6350799	
LRRC45	na	2.6307857	
IL21R-AS1	na	2.6305106	
AC133485.7	na	2.6272268	
AC145350.2	na	2.6264288	
CENPP	na	2.622951	
CCDC155	na	2.6214306	
CAMKK1	na	2.6187205	
CCDC15	na	2.6174517	
AC021701.1	na	2.6166568	
SCGB1A1	na	2.6156137	
ASF1B	na	2.612746	
AC013562.1	na	2.6123507	
AC098484.2	na	2.6077716	
AC124798.1	na	2.6061506	
FANCL	na	2.6005697	
AC006329.1	na	2.6005626	
KNTC1	na	2.5988758	
DNA2	na	2.5982952	
LINC01160	na	2.5955553	
ATP2A1-AS1	na	2.5907369	
CENPX	na	2.5906878	
TNNT2	na	2.5852077	
NR2C2AP	na	2.5837033	
AC092819.3	na	2.5807357	
LINC02505	na	2.574363	
GPR156	na	2.5725663	
DANT1	na	2.5719054	
HADH	na	2.5702045	
NFATC2IP	na	2.568809	
PAXIP1	na	2.5654361	
SUPT16H	na	2.5633388	
GALP	na	2.5614862	
PLS1	na	2.5597422	
AC004233.2	na	2.557963	
AC239868.1	na	2.5568595	
RAD1	na	2.5562248	
SLC37A4	na	2.5561624	
DONSON	na	2.554506	
AC074194.1	na	2.549221	
ESCO2	na	2.548534	
AC021517.1	na	2.5464394	
AP001065.3	na	2.5463195	
LIN28B-AS1	na	2.5454125	
PSMG1	na	2.544714	
TOPBP1	na	2.5414298	
CDCA4	na	2.539694	
AC010996.1	na	2.5396776	
UHRF1	na	2.5365736	
HAT1	na	2.5362504	
AC093915.1	na	2.534555	
TIMELESS	na	2.5340257	
CU634019.5	na	2.5338378	
CELA2B	na	2.532853	
HAUS2	na	2.531517	
MNS1	na	2.5309896	
HIST1H2AM	na	2.5300708	
GFRA3	na	2.5299895	
GPANK1	na	2.5299768	
CHAC2	na	2.5293865	
ZNF718	na	2.522235	
FANCE	na	2.5212398	
BRICD5	na	2.5196953	
PTH2R	na	2.5188682	
GPR26	na	2.51484	
PRIM2	na	2.5108871	
AC027088.2	na	2.5090864	
WNT9A	na	2.508796	
TYMS	na	2.504679	
GINS1	na	2.5034504	
ORC6	na	2.5029614	
AC069222.1	na	2.5026991	
PRRT4	na	2.4983928	
CNOT10	na	2.4978123	
NGB	na	2.497091	
CSTF3-DT	na	2.496682	
POLR3K	na	2.494897	
CCNE2	na	2.4926913	
FANCG	na	2.492377	
ITGB1BP2	na	2.4912426	
HIRIP3	na	2.4902158	
AC010325.2	na	2.4864972	
AMPH	na	2.4846525	
RHOV	na	2.4842262	
LINC00618	na	2.4841712	
FO393414.3	na	2.4782073	
AL450352.1	na	2.4753542	
AC008551.1	na	2.4740062	
CFAP58	na	2.4729352	
FAM189A1	na	2.4726038	
RAD51AP1	na	2.4721217	
HIST1H1C	na	2.4702146	
LINC01952	na	2.4683075	
AL161752.1	na	2.4681408	
MASTL	na	2.464761	
AC087280.2	na	2.4642	
SLC25A10	na	2.4638417	
HIST2H2AC	na	2.4636633	
DOC2A	na	2.4583728	
AC098617.1	na	2.4575148	
CASP2	na	2.4560742	
INTS7	na	2.4554043	
CDCA5	na	2.4546647	
VSTM2A-OT1	na	2.4539332	
HSPB11	na	2.4457371	
OXCT1	na	2.442542	
PIDD1	na	2.4412646	
EML5	na	2.4388013	
KCNH3	na	2.4386637	
AC138969.1	na	2.4381294	
RBBP4	na	2.4368746	
SLC35D3	na	2.4361613	
TEX30	na	2.4360988	
USP1	na	2.4339275	
HSATI	na	2.4327059	
PXMP2	na	2.4316087	
AC130324.1	na	2.4273422	
RFC3	na	2.423725	
IL17RB	na	2.4222882	
AL645941.1	na	2.4215984	
MCIDAS	na	2.4211838	
AC079117.2	na	2.4163573	
HAUS1	na	2.4161592	
AC104971.1	na	2.4141755	
SAMD1	na	2.4118717	
LINC02750	na	2.4097102	
GFI1	na	2.4085476	
CENPU	na	2.4075985	
C1orf35	na	2.4072583	
HAUS5	na	2.4063501	
CDH24	na	2.4062233	
AC007528.1	na	2.4060202	
AL109810.2	na	2.4049716	
ALYREF	na	2.4036415	
SHPK	na	2.4032629	
CENPH	na	2.4005756	
CCDC189	na	2.4003394	
CCDC84-DT	na	2.3997955	
PPM1D	na	2.3995187	
AC087501.4	na	2.3976936	
FOXRED1	na	2.3971486	
POLE3	na	2.3914344	
MYOM3	na	2.3910332	
ANKRD9	na	2.389378	
SFMBT1	na	2.3887565	
AC112695.1	na	2.3875697	
HERVL32-int	na	2.386906	
CENPK	na	2.3867223	
DPF1	na	2.3851619	
LINC00337	na	2.3826432	
MIS12	na	2.3813415	
AC022893.2	na	2.375328	
GGCT	na	2.3751745	
RAD51C	na	2.3740225	
AP001318.2	na	2.3739212	
ATAD3A	na	2.3723621	
PLK5	na	2.3709285	
PARP2	na	2.3671124	
ARL6IP6	na	2.3670316	
BX284613.2	na	2.3664496	
IQCB1	na	2.3604221	
LINC00458	na	2.3598228	
ATAD3B	na	2.3592029	
RFWD3	na	2.355118	
STPG3	na	2.3544312	
CCHCR1	na	2.3534102	
AC073842.1	na	2.352738	
RAD18	na	2.351765	
FANCC	na	2.3479664	
LINC00574	na	2.3464324	
RGMB-AS1	na	2.3457756	
ASMT	na	2.3428655	
PRPS2	na	2.3425958	
RPA3	na	2.3418312	
LTR22B1	na	2.3398657	
HSPA14.1	na	2.33691	
AL031658.2	na	2.3347867	
EMX1	na	2.333664	
PGAM5	na	2.3303523	
PPP1R14C	na	2.3294828	
UCK2	na	2.3259757	
LINC01238	na	2.325559	
KHDC1L	na	2.3231606	
MIR924HG	na	2.3227248	
GRM5	na	2.3217218	
LINC01121	na	2.3193388	
HIST2H2AB	na	2.3181148	
AC024560.3	na	2.3176079	
HMX2	na	2.313456	
PRKDC	na	2.311128	
NABP2	na	2.3105028	
AC104463.2	na	2.3099065	
EDARADD	na	2.308469	
AC079915.1	na	2.3070843	
NUP43	na	2.303282	
RSPO1	na	2.3008661	
REV1	na	2.3003194	
NCAPH2	na	2.2974796	
AC068700.2	na	2.2964873	
AC084782.1	na	2.2958097	
TREML2	na	2.2926307	
USP46-AS1	na	2.2919414	
SDR42E1	na	2.2917902	
TUBG1	na	2.2900114	
HIST1H4C	na	2.286185	
CCL22	na	2.2856774	
RNF138	na	2.2854125	
AL022337.1	na	2.2851377	
AC079385.1	na	2.2847486	
GJA10	na	2.2843575	
NUP188	na	2.2835639	
SAC3D1	na	2.2783527	
SRR	na	2.278189	
OSGEP	na	2.2752988	
USP49	na	2.2742872	
HIST1H2BE	na	2.2733526	
LINC00664	na	2.2706125	
FOXD2-AS1	na	2.2700627	
RTTN	na	2.2668412	
LINC02249	na	2.2655578	
AC078925.1	na	2.2648437	
AC145207.5	na	2.2637146	
UCON26	na	2.2616153	
AC016394.1	na	2.2615056	
AP000251.1	na	2.2613926	
TTLL12	na	2.260511	
NASP	na	2.260062	
USP37	na	2.2597225	
SIMC1	na	2.2583506	
AL133215.2	na	2.2564495	
MRE11	na	2.2557325	
TIGD3	na	2.2551205	
TMEM179	na	2.2550333	
EPGN	na	2.252846	
AC093765.2	na	2.2521348	
SLC7A4	na	2.2512522	
MUTYH	na	2.250854	
SATL1	na	2.2494855	
MIMT1	na	2.2470713	
AP001341.1	na	2.247051	
ZNF141	na	2.2441568	
RANBP1	na	2.2437992	
C10orf67	na	2.2422771	
AC009065.4	na	2.2414267	
SV2C	na	2.2400105	
YBX2	na	2.2392178	
RAD51D	na	2.2382398	
TMEM97	na	2.234659	
CNOT9	na	2.2337534	
KIF24	na	2.2334836	
SNRNP25	na	2.2320347	
TKTL2	na	2.2307754	
AC137695.3	na	2.230586	
SPIN4	na	2.230573	
CNIH2	na	2.230304	
FRGCA	na	2.2302082	
BX324167.1	na	2.2302	
NOP56	na	2.2290826	
C17orf53	na	2.2286723	
EYS	na	2.2286508	
PCSK9	na	2.2264347	
AC079841.2	na	2.2263117	
AL137246.1	na	2.2251003	
NDOR1	na	2.2248423	
ZNF90	na	2.223901	
AC092954.1	na	2.2212615	
AC009121.3	na	2.220867	
COPS3	na	2.22047	
BRCA2	na	2.2165425	
PA2G4	na	2.2165189	
HIST1H2BB	na	2.2165089	
AC011043.1	na	2.212791	
SAAL1	na	2.2127523	
AC127024.2	na	2.209525	
AC083806.3	na	2.2064378	
NEUROG1	na	2.204663	
SYT13	na	2.204589	
AC090229.1	na	2.2044842	
SHMT1	na	2.2038488	
DDX46	na	2.2036016	
LINC02178	na	2.2011068	
SH3GL2	na	2.2004714	
AL157373.2	na	2.2002869	
AL157888.1	na	2.1996362	
CU638689.4	na	2.1986246	
WDR34	na	2.1983943	
GMPS	na	2.1983538	
LRRC26	na	2.1974175	
GART	na	2.195529	
CARNMT1-AS1	na	2.1945715	
PAXX	na	2.1942766	
NRM	na	2.1940012	
AC106795.2	na	2.1939175	
GLI1	na	2.1939008	
ACD	na	2.1937995	
IQCC	na	2.1927133	
HIST1H2AB	na	2.190861	
DDX55	na	2.1895819	
P2RX3	na	2.1873047	
AC131238.1	na	2.1863725	
AL121936.1	na	2.185483	
AP001469.2	na	2.1852582	
SERPINB13	na	2.184724	
AC021683.3	na	2.1785576	
ZNF620	na	2.174073	
AC145098.1	na	2.1738942	
KCNAB3	na	2.173364	
HMHB1	na	2.1672704	
AC138904.1	na	2.1669345	
ZNF157	na	2.166488	
NUP210L	na	2.1628697	
PRPF4	na	2.1613834	
CDC7	na	2.1610618	
HNRNPAB	na	2.1576164	
NAA16	na	2.157514	
AC138811.1	na	2.156178	
LINC01331	na	2.1561275	
HIST1H2AD	na	2.153215	
FANCD2	na	2.1499763	
G6PC2	na	2.1484632	
LKAAEAR1	na	2.148238	
SLC30A3	na	2.1481311	
EXOSC2	na	2.147979	
SLF1	na	2.1473958	
THOC3	na	2.1427758	
PAICS	na	2.1420898	
GPR22	na	2.1417582	
AP001330.1	na	2.1384885	
OBI1	na	2.1378427	
AC005863.1	na	2.1371696	
POLQ	na	2.1365664	
AC127024.5	na	2.1356165	
AC127024.6	na	2.133902	
XRCC1	na	2.1333885	
EFCAB5	na	2.1331017	
ABCB10	na	2.1318746	
MIR4422HG	na	2.1314912	
ZNF100	na	2.131451	
KHK	na	2.1262002	
DGAT2	na	2.1251109	
SRSF2	na	2.1246405	
AC138466.3	na	2.1240005	
ZDHHC23	na	2.123154	
AP3B2	na	2.1228545	
AC005726.3	na	2.122559	
KRTAP5-AS1	na	2.1222444	
STRIP2	na	2.12114	
LINC01224	na	2.1210568	
AC107032.2	na	2.1202557	
RAD54B	na	2.1191154	
TTF1	na	2.1162589	
NDUFAF6	na	2.1158342	
CRYBG2	na	2.1156986	
AL390037.1	na	2.1153333	
AC010320.3	na	2.1134646	
AL162493.1	na	2.113389	
HIST1H2BI	na	2.1085331	
SMC3	na	2.1075163	
DEK	na	2.1056712	
COMMD4	na	2.1048744	
LINC01318	na	2.1037242	
LINC02151	na	2.1035912	
ZDHHC13	na	2.1035597	
MAMSTR	na	2.1031466	
E2F3	na	2.0998464	
ACAA2	na	2.0991976	
AP3M2	na	2.098014	
SMC1A	na	2.0979888	
CRYGA	na	2.0955055	
HIST1H4B	na	2.0952861	
VRK1	na	2.095134	
AC083841.1	na	2.0947676	
SLC47A1	na	2.0947342	
HAGLROS	na	2.0936928	
AC113192.3	na	2.0930655	
CDCA7L	na	2.0921514	
RNF151	na	2.090868	
AC006296.3	na	2.0900447	
AC007610.5	na	2.0882735	
SRSF10	na	2.0870934	
OIP5-AS1	na	2.0869024	
TOE1	na	2.0856786	
KREMEN2	na	2.082502	
ACYP1	na	2.0823276	
AC069277.1	na	2.081286	
PPAT	na	2.0775545	
DERPC	na	2.0765817	
GALNTL6	na	2.075537	
ZNF114	na	2.0748146	
CR1L	na	2.073332	
FBXO4	na	2.073002	
MANEAL	na	2.0729089	
CTSV	na	2.0728178	
AC009088.1	na	2.072625	
BICDL1	na	2.0720215	
RNASEH2B	na	2.071104	
ZWINT	na	2.070522	
SLC25A15	na	2.068901	
CENPM	na	2.067788	
TOMM5	na	2.0677872	
LTR1F	na	2.067555	
RTN4R	na	2.0651398	
CEP152	na	2.0649574	
ADAT1	na	2.0624685	
GABRQ	na	2.0623991	
TCTEX1D2	na	2.0598645	
SART3	na	2.0589654	
POLR1E	na	2.0576396	
HNRNPCL1	na	2.056861	
AC009118.2	na	2.0556035	
VPS45	na	2.0551355	
MARCH4	na	2.0550625	
CKMT1A	na	2.0545132	
JPT2	na	2.054341	
NCAPD3	na	2.0537617	
CHGA	na	2.0515416	
AP004247.2	na	2.0513697	
HIST1H3I	na	2.0513368	
HAUS8	na	2.0513284	
MER88	na	2.0504196	
DUSP9	na	2.04859	
CORO6	na	2.0484986	
DCAF1	na	2.0483391	
AC007100.1	na	2.04833	
IPO5	na	2.0482175	
LARGE2	na	2.0476978	
LIN9	na	2.0476384	
PMS1	na	2.0476365	
VWC2	na	2.0460253	
PIGW	na	2.0452068	
XKR5	na	2.0438125	
PPP1R17	na	2.0433338	
AL359921.1	na	2.043299	
AC092902.2	na	2.0430868	
LINC01703	na	2.0430079	
RAB38	na	2.0418441	
AC131649.1	na	2.0417666	
GLB1L3	na	2.0416062	
AC108067.1	na	2.0413609	
AMH	na	2.041212	
NUP160	na	2.0409796	
AL355310.1	na	2.0409727	
TMEM201	na	2.039847	
ITPKA	na	2.0396485	
AC007277.1	na	2.0395446	
ZNF730	na	2.03942	
AC069503.1	na	2.0384374	
AC008946.1	na	2.0363796	
AL391244.2	na	2.0360377	
AC104564.3	na	2.0358331	
ZNF519	na	2.0356865	
ZNF726	na	2.034785	
AC022211.3	na	2.0343614	
CACNA1D	na	2.033848	
C1orf112	na	2.0315251	
CLEC3A	na	2.0315123	
SPATA33	na	2.031175	
SYT3	na	2.0309486	
FGF14-IT1	na	2.0301526	
CENPS	na	2.0296977	
AC091832.1	na	2.029565	
CCDC14	na	2.028841	
ADNP2	na	2.0276403	
TTPA	na	2.0249305	
SPIC	na	2.0247571	
HIST1H3C	na	2.0220933	
NEUROD4	na	2.0211432	
PPP1R1A	na	2.0200737	
MYO19	na	2.0196264	
ERICH6B	na	2.0186875	
CCDC138	na	2.017468	
ZNF232	na	2.0172353	
AL024507.2	na	2.0167735	
C16orf95	na	2.0167177	
FEZF2	na	2.013814	
MPP7-DT	na	2.0133655	
TELO2	na	2.012794	
AC129492.1	na	2.0121765	
CHRNA3	na	2.0112264	
AC007614.1	na	2.010449	
OGG1	na	2.0103893	
MTRNR2L11	na	2.010069	
U47924.2	na	2.0099556	
SNRPB	na	2.009621	
AC103769.1	na	2.0071528	
AC007938.2	na	2.0068176	
FAR1-IT1	na	2.005946	
DKK4	na	2.0059295	
CPSF3	na	2.0058625	
MND1	na	2.0045016	
AHCY	na	2.0023725	
TMEM39B	na	2.0022726	
CXXC1	na	2.0016005	
BRPF1	na	2.000959	
PTPN5	na	2.000215	
TAC3	na	1.9998114	
LINC02076	na	1.9992504	
RBM14	na	1.9986496	
HIST1H2BL	na	1.9985225	
HIST1H4I	na	1.9982493	
FH	na	1.997563	
PIGX	na	1.9959741	
ITGB3BP	na	1.9958645	
HIST1H3F	na	1.9954118	
SNRPA	na	1.9922171	
AL391095.1	na	1.9920536	
RHBDL3	na	1.9917955	
AL354949.1	na	1.9917384	
AC072028.1	na	1.9914143	
PBX4	na	1.9913902	
NDST4	na	1.9907414	
KNOP1	na	1.9897475	
SCMH1	na	1.98958	
SLC6A5	na	1.988854	
UTP4	na	1.9883567	
SRSF7	na	1.9881637	
C12orf77	na	1.9868951	
XRCC5	na	1.9845495	
NUDT21	na	1.9841012	
AL121845.1	na	1.9839866	
ALMS1	na	1.9836161	
AL136419.3	na	1.9835087	
AC010538.1	na	1.982916	
AC099796.2	na	1.9827207	
HMGXB4	na	1.9810678	
TPO	na	1.9801636	
TMEM116	na	1.9797682	
AC078980.1	na	1.9794471	
LINC01018	na	1.9776671	
PHF5A	na	1.9774139	
AC008750.2	na	1.9767019	
ASIC2	na	1.9750277	
TFAM	na	1.9695367	
TTC28-AS1	na	1.9694192	
TADA2A	na	1.9692855	
GEMIN4	na	1.9682105	
DNAJC9-AS1	na	1.9674706	
CTDSPL2	na	1.9673576	
AC107214.1	na	1.9664937	
KLF1	na	1.9664152	
HBZ	na	1.9656079	
NUP107	na	1.9649951	
AC040963.1	na	1.9644417	
ZNF66	na	1.9640948	
GATA6-AS1	na	1.9636521	
AL592546.3	na	1.9631866	
METTL21A	na	1.9605505	
CARHSP1	na	1.9602762	
AL023803.3	na	1.959535	
AL691432.4	na	1.9582834	
AC010615.2	na	1.9577421	
AL160191.1	na	1.9565775	
FN3KRP	na	1.9560107	
AC087392.2	na	1.9543889	
GPN3	na	1.9532958	
ICMT	na	1.9516977	
LYPD6	na	1.9512612	
PFN4	na	1.9508371	
MLH1	na	1.9464735	
CPLX2	na	1.9457222	
TEDC1	na	1.9450312	
LRRC14	na	1.944889	
LCMT2	na	1.9448018	
C5	na	1.944262	
DYDC2	na	1.9430621	
BHLHE22	na	1.9426259	
ZNF239	na	1.9407179	
DERA	na	1.9398544	
AC103703.1	na	1.9398342	
MYO3A	na	1.9398097	
AP000254.2	na	1.9396472	
ALG10	na	1.9393808	
AP001347.1	na	1.9390231	
ACAT2	na	1.9384543	
AC109466.1	na	1.9368981	
MALRD1	na	1.9365851	
SUZ12	na	1.9365809	
MRM2	na	1.9358013	
INHBE	na	1.9346619	
SSRP1	na	1.9337147	
CSTF2	na	1.9330474	
KC877982.1	na	1.932669	
HIST1H2AK	na	1.932275	
NKX3-2	na	1.9307213	
NIT2	na	1.9296155	
AL161893.1	na	1.9274423	
AC093388.1	na	1.9273782	
AC022150.4	na	1.9270662	
GALE	na	1.9269323	
PRR19	na	1.9267797	
RIF1	na	1.9266618	
DMRT3	na	1.9264435	
